Outcome,Subject,CompositeNLL,CongruencyOnlyNLL,DeltaNLL,CompositeBIC,CongruencyOnlyBIC,DeltaBIC,CompositeAlpha,CongruencyOnlyAlpha,DeltaAlpha
RT,VP0082,-258.373228097137,-259.463662609955,-1.09043451281781,-435.117719034383,-437.298588060019,-2.18086902563562,0.378691049931005,0.154587875947037,-0.224103173983968
RT,VP0083,-36.3092506871632,-36.7498118817844,-0.440561194621125,7.20036110875027,6.31923871950802,-0.88112238924225,0.115634589164102,0.12881483768172,0.0131802485176179
RT,VP0084,-223.318365512756,-225.084653653522,-1.76628814076656,-364.822764168062,-368.355340449595,-3.53257628153312,0.142040021068961,0.109401154090665,-0.0326388669782957
RT,VP0085,-349.572624974438,-350.051203987108,-0.478579012670195,-617.135945083109,-618.093103108449,-0.957158025340391,0.277368300373046,0.201537196000571,-0.0758311043724743
RT,VP0086,-193.039307296387,-190.325722016726,2.71358527966072,-305.435972731151,-300.008802171829,5.42717055932144,0.206948895868981,0.147957479143662,-0.0589914167253182
RT,VP0087,-44.513507657466,-39.3564237473901,5.15708391007587,-8.14078299965732,2.17338482049442,10.3141678201517,0.00164462525732482,0.177257058484434,0.17561243322711
RT,VP0088,-177.308533353224,-181.880773241174,-4.57223988794971,-274.644158462244,-283.788638238143,-9.14447977589941,0.0532916657150615,0.0635919840120872,0.0103003182970257
RT,VP0089,-289.33030535046,-288.436307331472,0.893998018988327,-496.912469570791,-495.124473532814,1.78799603797665,0.0282915789465135,0.332072292373173,0.30378071342666
RT,VP0090,-592.982594180911,-595.795428488222,-2.81283430731105,-1103.52454742024,-1109.15021603487,-5.6256686146221,0.223567854404475,0.314484279280846,0.0909164248763714
RT,VP0091,-58.3838812370801,-59.0673456793745,-0.683464442294394,-34.6555630872991,-36.0224919718878,-1.36692888458879,0.232039832986136,0.00992682443119795,-0.222113008554938
RT,VP0092,-380.403353170544,-381.072837505982,-0.669484335437687,-677.985859861209,-679.324828532085,-1.33896867087537,0.127020007193464,0.150854392459498,0.0238343852660335
RT,VP0093,-11.1574653715476,-12.3924481590134,-1.23498278746575,58.8655369782712,56.3955714033397,-2.46996557493151,0.0768221292976364,0.0817895059316579,0.0049673766340215
RT,VP0094,-190.838127211904,-194.980529298615,-4.14240208671106,-302.20341853641,-310.488222709832,-8.28480417342212,0.0363158145552628,0.0223681342495815,-0.0139476803056813
RT,VP0095,232.076492028977,231.913277817166,-0.163214211810896,533.595752634354,533.269324210732,-0.326428423621792,0.0439773397319117,0.182553243852176,0.138575904120264
RT,VP0096,-315.373444996309,-317.370137452172,-1.99669245586267,-549.621913699617,-553.615298611343,-3.99338491172534,0.14596404530366,0.137786104886365,-0.00817794041729564
RT,VP0097,73.1851155791019,74.2898800310447,1.10476445194286,224.130765901324,226.340294805209,2.20952890388571,0.235806630906016,0.158276992757804,-0.0775296381482111
RT,VP0098,-174.702260432516,-175.24339272277,-0.541132290254097,-267.446996014882,-268.52926059539,-1.08226458050819,0.0210681958375838,0.0259971152702604,0.00492891943267663
RT,VP0099,193.798525775555,206.195420701276,12.3968949257217,465.540238222353,490.334028073797,24.7937898514434,0.00164462525732482,0.145816633993775,0.144172008736451
RT,VP0100,-417.145328368182,-418.799258477846,-1.6539301096646,-751.987876318867,-755.295736538196,-3.3078602193292,0.0660580474634353,0.0722174948310881,0.00615944736765271
RT,VP0101,-232.271502918604,-229.726821768168,2.54468115043608,-381.661948493425,-376.572586192553,5.08936230087215,0.383848063725454,0.246027799902085,-0.137820263823369
RT,VP0102,-203.340729071256,-206.095072256146,-2.75434318488971,-326.125983734387,-331.634670104166,-5.50868636977941,0.0715769425246931,0.0840044079244275,0.0124274653997344
RT,VP0103,-331.072313341064,-330.238325527354,0.833987813709882,-581.780215710129,-580.11224008271,1.66797562741976,0.204362968700744,0.153079880902602,-0.0512830877981417
RT,VP0104,-79.6951332979849,-83.8351396111509,-4.140006313166,-79.7589079277301,-88.0389205540621,-8.280012626332,0.0410005490695743,0.0164246178162818,-0.0245759312532925
RT,VP0105,-668.298486358672,-674.371814468659,-6.07332810998628,-1253.86093224414,-1266.00758846412,-12.1466562199726,0.0898706813098515,0.0774795088129966,-0.0123911724968548
RT,VP0106,-245.30429897859,-246.232522356449,-0.928223377859126,-408.612217163745,-410.468663919463,-1.85644675571825,0.333990491938549,0.24406902678355,-0.0899214651549982
