Outcome,Subject,Condition,EffectScale,UnexpectednessSD_Symmetric,UnexpectednessSD_Directional,LogEffect_Symmetric,LogEffect_Directional,DeltaLogEffect,TransformedEffect_Symmetric,TransformedEffect_Directional
RT,VP0769,Congruent,PercentRTChange,0.000276117586257382,0.121188569946495,0.0262810216630236,0.0304004671315174,0.0041194454684938,2.66294130441096,3.08672797649379
RT,VP0770,Congruent,PercentRTChange,0.000276020276593894,0.000193286970237744,0.0326858560088598,0.0415146459366643,0.00882878992780449,3.32259065432385,4.23884284945792
RT,VP0771,Congruent,PercentRTChange,0.108810160408915,0.123278843639352,0.0630524525300962,0.0652032993679399,0.00215084683784372,6.50827040487563,6.73759991940148
RT,VP0772,Congruent,PercentRTChange,0.118016653786414,0.122970020032066,0.0649758566882725,0.0836647351899071,0.0186888785016346,6.7133259942225,8.72643112335607
RT,VP0773,Congruent,PercentRTChange,0.109372066770763,0.119346733318967,0.0385623409249737,0.0427307805228297,0.00416843959785607,3.93155182291787,4.36568842648215
RT,VP0774,Congruent,PercentRTChange,0.115195547406934,0.110200769407138,0.0162934750451245,0.0172531949282705,0.000959719883146051,1.64269375805413,1.74028909683286
RT,VP0775,Congruent,PercentRTChange,0.115041721793287,0.115186697289596,0.0127798221144911,0.0156043715725763,0.00282454945808529,1.28618330303873,1.57267555249134
RT,VP0776,Congruent,PercentRTChange,0.029584510385807,0.0758611045514688,0.141618681107307,0.150746570156484,0.00912788904917708,15.2137233069675,16.2701957365308
RT,VP0777,Congruent,PercentRTChange,0.113925772114668,0.118522761786084,0.041287552658566,0.0408761764465007,-0.000411376212065315,4.21517359659591,4.17231077022007
RT,VP0778,Congruent,PercentRTChange,0.120243414436707,0.102240226838963,0.037239645898543,0.039225282564581,0.00198563666603801,3.79417295143645,4.00047521986091
RT,VP0779,Congruent,PercentRTChange,0.120896525147242,0.0587707902457047,0.072086017108922,0.0604163461096662,-0.0116696709992558,7.47477867853683,6.22787301049301
RT,VP0780,Congruent,PercentRTChange,0.0515508538719009,0.0653345681801462,0.0596979621391676,0.0662299519690873,0.00653198982991963,6.15158801354234,6.84723862479992
RT,VP0781,Congruent,PercentRTChange,0.0956509884674568,0.121830682531628,0.0421615133801077,0.045500434194276,0.00333892081416836,4.30629337666253,4.65514590205032
RT,VP0782,Congruent,PercentRTChange,0.115794787126513,0.112053469137281,0.0529406025727618,0.0519370947246797,-0.00100350784808209,5.43670165712378,5.33094817063653
RT,VP0783,Congruent,PercentRTChange,0.0797873957336688,0.120773461919121,0.0649864282610385,0.0769502946268405,0.011963866365802,6.71445412787639,7.99883938323322
RT,VP0784,Congruent,PercentRTChange,0.110707217648065,0.115029448593409,0.0740326369177288,0.0732300127042504,-0.000802624213478334,7.68419497248372,7.59779970629419
RT,VP0785,Congruent,PercentRTChange,0.107440788809402,0.0900577568555663,0.0658844701278004,0.061498163145097,-0.00438630698270345,6.81033121984962,6.34285431630721
RT,VP0786,Congruent,PercentRTChange,0.125888537713059,0.123099646899881,0.0874803361630574,0.0945791590893635,0.00709882292630606,9.14208027112422,9.91961710571434
RT,VP0787,Congruent,PercentRTChange,0.0541013388639971,0.118471804574493,0.0035137818150913,0.0172845824874092,0.0137708006723179,0.351996238334928,1.7434825262904
RT,VP0788,Congruent,PercentRTChange,0.09893691979351,0.0981928262083066,0.0923993710213537,0.0993154523224177,0.00691608130106408,9.6802765864795,10.4414634775869
RT,VP0789,Congruent,PercentRTChange,0.000275759934868499,0.115308118133262,0.0204394831561221,0.035248310375725,0.0148088272196029,2.06497998696062,3.58768958484084
RT,VP0790,Congruent,PercentRTChange,0.112284882977708,0.123588126941182,0.0696972079998918,0.0679468433412845,-0.0017503646586073,7.21834835173014,7.03084129475722
RT,VP0791,Congruent,PercentRTChange,0.000274729910771472,0.000183567383733696,0.0306470766306825,0.0324055845136908,0.00175850788300829,3.11215327778218,3.29363633508115
RT,VP0792,Congruent,PercentRTChange,0.000275599981372528,0.0992667998171318,0.0815273795047049,0.0997529686665397,0.0182255891618347,8.49429223771945,10.4897939948517
RT,VP0793,Congruent,PercentRTChange,0.119803584415508,0.123798711533761,0.0719064386488789,0.0693576283614733,-0.00254881028740558,7.45548025613063,7.18194536497139
RT,VP0794,Congruent,PercentRTChange,0.120482559913157,0.0991028113110737,0.0646087035592332,0.0617122634312724,-0.00289644012796073,6.67415305434729,6.36562478934446
RT,VP0795,Congruent,PercentRTChange,0.111154802565539,0.0945298819090958,0.0422678197250094,0.0384809661779954,-0.00378685354701394,4.31738238686727,3.92309476328543
RT,VP0796,Congruent,PercentRTChange,0.0664258416967158,0.102724150061303,0.0620649165251091,0.0659104978833388,0.00384558135822965,6.40314157082003,6.81311128921891
RT,VP0797,Congruent,PercentRTChange,0.0994106222109402,0.11213358644746,0.0740359199459596,0.076897168691435,0.00286124874547547,7.68454850331615,7.99310199627166
RT,VP0798,Congruent,PercentRTChange,0.0984228766012078,0.114927726081251,0.0344326187367927,0.0410484780559721,0.00661585931917935,3.50322842436441,4.19026137344263
RT,VP0799,Congruent,PercentRTChange,0.0399374299040626,0.122924641601491,0.0725958824294808,0.0720075024283786,-0.000588380001102187,7.52959031310816,7.46634066188085
RT,VP0800,Congruent,PercentRTChange,0.0163124246724125,0.123092224677046,0.0295420173950499,0.0354378319409209,0.00589581454587097,2.99827117532014,3.60732354637678
RT,VP0801,Congruent,PercentRTChange,0.111322023281862,0.127660696290747,0.0474675444578134,0.0520986229836612,0.00463107852584774,4.86121672925621,5.34796346950019
RT,VP0802,Congruent,PercentRTChange,0.112082809487395,0.107408338948386,0.080684548163379,0.0873406886670615,0.00665614050368249,8.40288837229861,9.12683991706997
RT,VP0803,Congruent,PercentRTChange,0.111140427154875,0.0820404571096058,0.039096752138183,0.0422968263745945,0.00320007423641142,3.98710885344609,4.32040832850979
RT,VP0804,Congruent,PercentRTChange,0.000275843975347286,0.000200187426353416,0.0592395188824083,0.075706750536351,0.0164672316539427,6.10293468707008,7.86462153494074
RT,VP0805,Congruent,PercentRTChange,0.118396291072064,0.127532441720475,0.02237430674303,0.0255382343732676,0.00316392763023762,2.26264888319292,2.58671289073429
RT,VP0806,Congruent,PercentRTChange,0.0583158000247445,0.111679663813111,0.0599921720837015,0.0664435447595186,0.00645137267581713,6.18282346102832,6.87006286210718
RT,VP0807,Congruent,PercentRTChange,0.0899735442707032,0.124352938498599,0.0433389567426723,0.0354246295249436,-0.00791432721772864,4.42918046156655,3.60595568842257
RT,VP0808,Congruent,PercentRTChange,0.104583225433582,0.123588972724603,0.0229471619694629,0.0306301658685307,0.00768300389906778,2.32124735869352,3.11040958742674
RT,VP0809,Congruent,PercentRTChange,0.0651088017734856,0.0986659628744995,0.0271775879866089,0.0275750462863414,0.000397458299732527,2.75502671443504,2.79587566998238
RT,VP0810,Congruent,PercentRTChange,0.113969680791567,0.116429621346176,0.0690195227245202,0.0738317842086777,0.0048122614841575,7.14571267064816,7.66256848214382
RT,VP0811,Congruent,PercentRTChange,0.112435279715491,0.121377569146202,0.0437482543055006,0.0432938867814381,-0.000454367524062443,4.471931819034,4.4244739485134
RT,VP0812,Congruent,PercentRTChange,0.126939692069202,0.00749730937385667,0.00713365154518032,-0.00841723136409104,-0.0155508829092714,0.715915664946909,-0.838190565654096
RT,VP0813,Congruent,PercentRTChange,0.0833563017042399,0.110269834659133,0.0108400635535904,0.0116460055377694,0.000805941984179012,1.08990299162763,1.17140842854018
RT,VP0814,Congruent,PercentRTChange,0.108317898807766,0.117010657085354,0.0620991477589742,0.0612198939457256,-0.00087925381324859,6.4067839439842,6.31326649225872
RT,VP0815,Congruent,PercentRTChange,0.114063769796887,0.122837270504364,0.0272586290419734,0.0379088225114403,0.0106501934694668,2.76335442768276,3.86365282909242
RT,VP0816,Congruent,PercentRTChange,0.117727621431335,0.108636570610463,0.058007204217962,0.067843628522732,0.00983642430477005,5.97226301555942,7.01979469598961
RT,VP0817,Congruent,PercentRTChange,0.10639630008174,0.11365313718301,0.0831120348464388,0.0783279698478163,-0.00478406499862248,8.66635459121943,8.14772924553333
RT,VP0818,Congruent,PercentRTChange,0.105996054567476,0.111981039843163,0.025020198191822,0.0309392959163943,0.00591909772457237,2.53358302450599,3.14228904047229
RT,VP0819,Congruent,PercentRTChange,0.0723675354685954,0.0890463021031759,-0.0155373606252424,0.00153427625020945,0.0170716368754519,-1.54172785614998,0.153545385419496
RT,VP0820,Congruent,PercentRTChange,0.0874576208814698,0.0914793446463603,0.0360128597540672,0.0398140722178708,0.00380121246380359,3.66691777158799,4.06172765423785
RT,VP0821,Congruent,PercentRTChange,0.110794035306041,0.116607867108664,0.0297776660757685,0.0299631610761076,0.000185495000339111,3.02254544202603,3.04165738165756
RT,VP0822,Congruent,PercentRTChange,0.0403684273404548,0.117436430962287,0.0399552322480382,0.0427209978576142,0.00276576560957604,4.07641804767658,4.3646674568862
RT,VP0823,Congruent,PercentRTChange,0.0800556091116225,0.106442181166905,0.0607639395399476,0.0660667222252,0.0053027826852524,6.26480353929697,6.82979940074291
RT,VP0824,Congruent,PercentRTChange,0.109126011992536,0.0927759224764067,0.079759188267518,0.0807775143909636,0.00101832612344561,8.30262308469612,8.41296664835225
RT,VP0825,Congruent,PercentRTChange,0.114976018298056,0.0905611735250579,0.04100796331158,0.0208428464024876,-0.0201651169090924,4.18604021714506,2.10615755282841
RT,VP0826,Congruent,PercentRTChange,0.111193916668194,0.112015047504903,0.0370941825367198,0.0364064530353587,-0.00068772950136111,3.77907580016907,3.70772840478375
RT,VP0827,Congruent,PercentRTChange,0.0621662338969442,0.120890805653971,0.0501462945324014,0.0605714199819326,0.0104251254495313,5.14249028397435,6.24434745544835
RT,VP0828,Congruent,PercentRTChange,0.00027617713950861,0.00018310996544422,0.0436398451521789,0.0541314943409081,0.0104916491887292,4.46060671924295,5.56234015326456
RT,VP0829,Congruent,PercentRTChange,0.119700493547678,0.115739382934625,0.0421161091602339,0.0377992567278995,-0.00431685243233432,4.30155753829817,3.85227354999
RT,VP0830,Congruent,PercentRTChange,0.0946249676411049,0.10524774958804,0.0217402216674962,0.02055292193988,-0.00118729972761622,2.19782621746589,2.07655877088377
RT,VP0831,Congruent,PercentRTChange,0.0277168076104444,0.115122414367724,0.0671971922822494,0.078382648980346,0.0111854566980966,6.95063557813753,8.15364283122693
RT,VP0832,Congruent,PercentRTChange,0.0748385490167087,0.0683372391570655,0.0512984882354889,0.0581163603856589,0.00681787215017001,5.26370461699226,5.98383117302876
RT,VP0833,Congruent,PercentRTChange,0.0556168391573114,0.10073321661489,0.0562826173094329,0.0657434646645381,0.00946084735510524,5.78966213889391,6.79527144139525
RT,VP0834,Congruent,PercentRTChange,0.119903644328486,0.0766024209860647,0.044605947449523,0.0414398204290476,-0.0031661270204754,4.56157511642334,4.23104341693024
RT,VP0836,Congruent,PercentRTChange,0.000276377019428683,0.100130719083471,0.0559006851588507,0.0624624827783357,0.00656179761948503,5.74926538062528,6.44545227924347
RT,VP0837,Congruent,PercentRTChange,0.124666534981723,0.110640111041389,0.0212593627767853,0.0165223950329932,-0.00473696774379215,2.14869529758441,1.66596446573959
RT,VP0838,Congruent,PercentRTChange,0.0716706088770424,0.101496006103536,0.0286279855345725,0.0443270917114924,0.0156991061769199,2.90417048595728,4.53242158622811
RT,VP0839,Congruent,PercentRTChange,0.0674393270815554,0.110447594909172,0.0658176582838535,0.0680150040619316,0.00219734577807802,6.80319526305413,7.03813684266341
RT,VP0840,Congruent,PercentRTChange,0.10966617135541,0.113422434796864,0.0191470691415416,0.0187192200508762,-0.000427849090665389,1.93315498101947,1.88955230170069
RT,VP0841,Congruent,PercentRTChange,0.0751754661722051,0.0665189926665754,0.0516815211973711,0.0507574118521185,-0.000924109345252583,5.30403180837913,5.20676431831253
RT,VP0842,Congruent,PercentRTChange,0.101055630325394,0.105512989880476,0.0525590766732707,0.0516829484333015,-0.000876128239969208,5.39648249749807,5.3041821021842
RT,VP0843,Congruent,PercentRTChange,0.109713665573006,0.119813543571451,0.0300675395556308,0.0286825423041882,-0.00138499725144253,3.05241327451471,2.90978475822588
RT,VP0844,Congruent,PercentRTChange,0.117519033994175,0.103128509405733,0.0285568560971441,0.0387255045815363,0.0101686484843922,2.89685123051193,3.94851105847334
RT,VP0845,Congruent,PercentRTChange,0.0442390005598519,0.120401654948148,0.0656524373222868,0.0757500352900544,0.0100975979677676,6.78555059410908,7.8692905295646
RT,VP0846,Congruent,PercentRTChange,0.0620338857149737,0.0974498571978496,0.0525431222183732,0.0539405205648711,0.0013973983464979,5.39480096748568,5.5421824394168
RT,VP0847,Congruent,PercentRTChange,0.108468906754134,0.101998431417456,0.100384544014903,0.10128583882767,0.000901294812767045,10.5595986661191,10.6592903779613
RT,VP0848,Congruent,PercentRTChange,0.0402251130676526,0.101240256905644,0.0402312808557669,0.0440436852190224,0.00381240436325555,4.10515216379994,4.50280061686275
RT,VP0849,Congruent,PercentRTChange,0.111437144832309,0.112228045433357,0.0256614879134663,0.0184762031260861,-0.00718528478738025,2.59935784552714,1.86479442444552
RT,VP0850,Congruent,PercentRTChange,0.0645709287203586,0.122252904022451,0.043313969299681,0.0500306885203266,0.00671671922064566,4.42657107597422,5.1303358825475
RT,VP0851,Congruent,PercentRTChange,0.0848139312849655,0.0974166650578852,0.0687965805727537,0.0621458205357844,-0.0066507600369693,7.12182803745751,6.41175035995962
RT,VP0852,Congruent,PercentRTChange,0.0577251482904115,0.0885881312387105,0.0181807537088245,0.0215239792994254,0.00334322559060091,1.83470297576274,2.17572910676482
RT,VP0853,Congruent,PercentRTChange,0.100393566697228,0.109373960397387,0.0581801123427351,0.057933673919379,-0.000246438423356081,5.99058806506474,5.96447112989174
RT,VP0854,Congruent,PercentRTChange,0.000276356396310355,0.115959684701446,0.0518120262490034,0.0515329221380943,-0.000279104110909145,5.31777541327281,5.28838489090175
RT,VP0855,Congruent,PercentRTChange,0.119446339097408,0.119952620572636,0.0816400254763888,0.0880291266788426,0.0063891012024538,8.50651437106482,9.20199284787335
RT,VP0856,Congruent,PercentRTChange,0.104880156786138,0.100305198775272,0.0648690665560499,0.0557209489008585,-0.00914811765519141,6.70193067249443,5.7302601113995
RT,VP0857,Congruent,PercentRTChange,0.118388055219557,0.106801606734504,0.041972432847527,0.0425867427292987,0.000614309881771691,4.28657295159234,4.35065690558039
RT,VP0858,Congruent,PercentRTChange,0.102593681754226,0.0913900121050066,0.0418239643423668,0.0535552837324314,0.0117313193900645,4.27109082933015,5.50153153398083
RT,VP0859,Congruent,PercentRTChange,0.0878637812024279,0.0364249834051472,0.0641142043891589,0.0659586575783012,0.00184445318914239,6.62141581452884,6.81825549994741
RT,VP0860,Congruent,PercentRTChange,0.112035416967727,0.107146406504652,0.0130857249039882,0.0160074569177297,0.00292173201374146,1.31717176853603,1.6136262622356
RT,VP0861,Congruent,PercentRTChange,0.117446357744943,0.103171978998248,0.0668015039858096,0.0569660918906501,-0.00983541209515952,6.90832483482748,5.86199139871104
RT,VP0862,Congruent,PercentRTChange,0.0914914015640542,0.11660493219374,0.0584923578393214,0.0651235408022956,0.00663118296297417,6.02368831630185,6.72908702102439
RT,VP0863,Congruent,PercentRTChange,0.0920822052589933,0.116033193301995,0.0280722110042604,0.0186640922416435,-0.0094081187626169,2.8469948587887,1.88393550872077
RT,VP0864,Congruent,PercentRTChange,0.0281754356628698,0.0117572504371256,0.0527016804284608,0.0664161980522661,0.0137145176238054,5.4115135033995,6.86714035774465
RT,VP0865,Congruent,PercentRTChange,0.103760439500656,0.116271456625751,0.0309929760138981,0.0346631589311577,0.00367018291725958,3.14782587721238,3.52709282950938
RT,VP0866,Congruent,PercentRTChange,0.109154530603371,0.095835734672488,0.0568481090873825,0.0561856077541425,-0.000662501333240036,5.84950224097374,5.77940002858492
RT,VP0867,Congruent,PercentRTChange,0.0748078117958529,0.123880335137254,0.0645242008645041,0.0676496460441256,0.00312544517962143,6.66513918180986,6.99903674435909
RT,VP0868,Congruent,PercentRTChange,0.110071594630217,0.114342846445662,0.0535449824328552,0.0506992091184187,-0.00284577331443655,5.50044473669646,5.20064117521906
RT,VP0869,Congruent,PercentRTChange,0.107367445341866,0.0333472347641065,0.0381758036986948,0.04236948094229,0.00419367724359529,3.89138617241305,4.32798795802276
RT,VP0870,Congruent,PercentRTChange,0.110311160731333,0.110234383370488,0.056794269812308,0.0560397988025908,-0.000754471009717157,5.84380353391458,5.76397756956459
RT,VP0871,Congruent,PercentRTChange,0.102142927107215,0.125850247474587,0.0636776629076945,0.071827546549061,0.00814988364136648,6.57488130157495,7.44700320204696
RT,VP0872,Congruent,PercentRTChange,0.0947935091753126,0.113160453346495,0.0469231561412461,0.0500036598671438,0.00308050372589769,4.80414704345229,5.12749438956095
RT,VP0873,Congruent,PercentRTChange,0.0920909256901815,0.107240965853835,0.0489411305408659,0.0473087435525477,-0.0016323869883182,5.01585266558016,4.84456599522316
RT,VP0874,Congruent,PercentRTChange,0.0134676470605142,0.112979981250972,0.057214137901766,0.0559195245031253,-0.0012946133986407,5.88825330035161,5.75125764620901
RT,VP0875,Congruent,PercentRTChange,0.0559716563948445,0.0540388291096732,0.0540090168723073,0.0588778487408775,0.00486883186857022,5.54941193678677,6.0645673622411
RT,VP0876,Congruent,PercentRTChange,0.0140574522558965,0.1249140142017,0.0507249556601664,0.0541584716181001,0.00343351595793371,5.2033497627872,5.56518797618897
RT,VP0877,Congruent,PercentRTChange,0.0861054011503922,0.117587038869874,0.0370752200384351,0.0418449391119342,0.00476971907349912,3.77710790828036,4.27327791436956
RT,VP0878,Congruent,PercentRTChange,0.122926851278058,0.130113071133777,0.0295140325991154,0.0342462719614437,0.00473223936232826,2.99538883005079,3.48394272847876
RT,VP0879,Congruent,PercentRTChange,0.0785199772438092,0.116123403984711,0.0424841604740594,0.04227632446028,-0.000207836013779425,4.33995292888774,4.31826958236128
RT,VP0880,Congruent,PercentRTChange,0.11669410944602,0.122353780855752,0.0520340446426556,0.0506995648628344,-0.00133447977982119,5.34116049245588,5.20067859976634
RT,VP0881,Congruent,PercentRTChange,0.00845209540792635,0.10979621366285,0.126899461605392,0.142289957569555,0.0153904959641636,13.5302870515495,15.2910895317091
RT,VP0882,Congruent,PercentRTChange,0.0933558553731912,0.119334612600515,0.070003699088784,0.0853492567073188,0.0153455576185348,7.25121485645381,8.90973748450352
RT,VP0883,Congruent,PercentRTChange,0.0424130079595552,0.1224838914496,0.0344880846048991,0.0377033594739694,0.00321527486907031,3.50896947999564,3.84231487965434
RT,VP0884,Congruent,PercentRTChange,0.0974689857628426,0.107803185209928,0.050444190770539,0.0498485254368552,-0.000595665333683784,5.17381650204796,5.11118676058124
RT,VP0885,Congruent,PercentRTChange,0.0740415783669065,0.122741369021407,0.0590056548315871,0.0620392138234564,0.00303355899186926,6.07812392624574,6.4004067577635
RT,VP0886,Congruent,PercentRTChange,0.0839123083272845,0.129156519348963,0.0568711659774942,0.0608982580188395,0.00402709204134526,5.85194282945136,6.27907782469681
RT,VP0887,Congruent,PercentRTChange,0.0976084632950461,0.102706928548863,0.0464121520772225,0.0494389863385797,0.00302683426135728,4.75060537955556,5.06814843347703
RT,VP0888,Congruent,PercentRTChange,0.117651578891839,0.116506442484675,0.0784996921188705,0.0791598200286776,0.000660127909807073,8.16630221385926,8.23772938179097
RT,VP0889,Congruent,PercentRTChange,0.101523743333478,0.0977116497236669,0.0295271402872528,0.0172621656704053,-0.0122649746168475,2.99673887033511,1.74120178682482
RT,VP0890,Congruent,PercentRTChange,0.113183514711142,0.110356204863959,0.0406833307919688,0.037345928517053,-0.00333740227491573,4.15222352969626,3.80520505417381
RT,VP0891,Congruent,PercentRTChange,0.122817034457174,0.0777711334592856,0.0625213868882364,0.0582684559604334,-0.004252930927803,6.45172253853317,5.99995207067534
RT,VP0892,Congruent,PercentRTChange,0.103713564594174,0.120797529571094,0.0338511536205135,0.0419849519517061,0.00813379833119264,3.44306240153029,4.28787853423596
RT,VP0893,Congruent,PercentRTChange,0.000275742010021427,0.127737141568088,0.0237368552286331,0.0267562269764085,0.00301937174777542,2.40208167095752,2.71173887312022
RT,VP0894,Congruent,PercentRTChange,0.1192502614112,0.120869298045976,0.0404819990357183,0.0249271766114264,-0.0155548224242919,4.13125649035189,2.52404563216797
RT,VP0895,Congruent,PercentRTChange,0.107004695231612,0.115837932347207,0.0664497523260963,0.0722502781348904,0.00580052580879414,6.87072626719663,7.49243404595299
RT,VP0896,Congruent,PercentRTChange,0.0824284187242792,0.0916668197792209,0.0453842532111007,0.0422510567285498,-0.00313319648255089,4.64298767059637,4.31563372961206
RT,VP0897,Congruent,PercentRTChange,0.111819062330406,0.111057920868925,0.0585233369734768,0.061723107006944,0.00319977003346716,6.02697288924219,6.36677817929914
RT,VP0898,Congruent,PercentRTChange,0.0981182347986862,0.0809660802332007,0.0210547657000515,0.024794326787872,0.00373956108782051,2.12779811095889,2.5104262354829
RT,VP0899,Congruent,PercentRTChange,0.106406672071991,0.108971142555364,0.0292891185301174,0.0303956271795139,0.00110650864939657,2.97222632294549,3.08622904288558
RT,VP0900,Congruent,PercentRTChange,0.0893957031550448,0.0479381943728178,0.068283972180353,0.0724212978562651,0.00413732567591213,7.06693056105185,7.51081894411869
RT,VP0901,Congruent,PercentRTChange,0.0206664048371075,0.0990394120272191,0.0659723965786373,0.0645147137916895,-0.00145768278694773,6.81972308607719,6.66412724666783
RT,VP0902,Congruent,PercentRTChange,0.047085748713404,0.106954058389974,0.0796592758031299,0.0781715543755666,-0.00148772142756329,8.29180284327151,8.13081459028204
RT,VP0903,Congruent,PercentRTChange,0.0577161039739237,0.0986818464987028,0.0820412637032233,0.093910775050688,0.0118695113474646,8.55006006800598,9.84617313522653
RT,VP0904,Congruent,PercentRTChange,0.000275715905594299,0.121072724795067,0.0565578593909468,0.0505257728850401,-0.00603208650590675,5.81878391328872,5.18239715439748
RT,VP0905,Congruent,PercentRTChange,0.0493695404563695,0.128345733571031,0.0514117307218213,0.0573553823721294,0.00594365165030812,5.27562561559267,5.9032104868918
RT,VP0906,Congruent,PercentRTChange,0.115808236080354,0.116835349119623,0.0682002427800642,0.0742562815315638,0.00605603875149958,7.05796628645712,7.70828065590077
RT,VP0907,Congruent,PercentRTChange,0.104121345824355,0.0971900447028628,0.0854795284517234,0.0938351972947774,0.00835566884305394,8.92392627016714,9.83787152167821
RT,VP0908,Congruent,PercentRTChange,0.0839680303780798,0.120460924336313,0.0871303406301339,0.104568039674198,0.0174376990440645,9.10388771457731,11.0230931047258
RT,VP0909,Congruent,PercentRTChange,0.101158891725138,0.0858311422274979,0.0811476582212344,0.0859012530875802,0.00475359486634581,8.453102466633,8.9698718608223
RT,VP0910,Congruent,PercentRTChange,0.118112069909587,0.119095103873042,0.0623958753069605,0.065599873825783,0.00320399851882251,6.43836245294809,6.77993771971122
RT,VP0911,Congruent,PercentRTChange,0.113592480920158,0.0629796938773096,0.0542465396953709,0.054629883333087,0.000383343637716076,5.57448530871385,5.61496437416249
RT,VP0912,Congruent,PercentRTChange,0.0681436763561834,0.000193527515941254,0.0137751958070369,0.0034038389929746,-0.0103713568140623,1.38705109756345,0.340963863139776
RT,VP0913,Congruent,PercentRTChange,0.0743175555787418,0.110426068738765,0.045447798590028,0.0520557824255984,0.00660798383557032,4.64963746017946,5.34345040062627
RT,VP0914,Congruent,PercentRTChange,0.0923739826400789,0.115029436266786,0.0606341199640623,0.0627491463437047,0.0021150263796424,6.2510091829781,6.47597068615984
RT,VP0915,Congruent,PercentRTChange,0.122002092569113,0.124805406181259,0.0526983505706632,0.0539702491729311,0.00127189860226788,5.41116249863371,5.54532010823137
RT,VP0916,Congruent,PercentRTChange,0.109541480952891,0.111403224155835,0.0732697925351313,0.0756470930661986,0.00237730053106727,7.60208001370406,7.85818679644303
RT,VP0917,Congruent,PercentRTChange,0.121506131841367,0.126869644617526,0.0339531648655904,0.0334262863054416,-0.000526878560148804,3.45361529536821,3.39912216039207
RT,VP0918,Congruent,PercentRTChange,0.109502270310164,0.0698502291812021,0.0417116809510077,0.0363469937659987,-0.00536468718500906,4.25938357490854,3.70156220234656
RT,VP0919,Congruent,PercentRTChange,0.00509248268152399,0.000202332769660673,0.103097220708785,0.162076212310474,0.0589789916016888,10.8599182635305,17.5949859761755
RT,VP0920,Congruent,PercentRTChange,0.0897438905686961,0.118068949213868,0.0672961135678417,0.0588027087459205,-0.00849340482192113,6.96121579579958,6.05659797059817
RT,VP0921,Congruent,PercentRTChange,0.0784947838481852,0.0828558777964488,0.0442804254016869,0.0438736525470418,-0.000406772854645042,4.52754355767833,4.48503323700475
RT,VP0922,Congruent,PercentRTChange,0.112354789564497,0.120101116353457,0.041177023461691,0.0447949430136578,0.00361791955196673,4.20365541371557,4.58133865785129
RT,VP0923,Congruent,PercentRTChange,0.122245384920052,0.126986831876482,0.0431677435599931,0.0362425752569797,-0.00692516830301342,4.41130233974389,3.69073440515952
RT,VP0924,Congruent,PercentRTChange,0.119913176419853,0.0959373626719061,0.0408878179751144,0.037954077712126,-0.00293374026298832,4.17352350221567,3.86835330590487
RT,VP0925,Congruent,PercentRTChange,0.10331159074267,0.095334279650659,0.0182903520140972,0.0280899472853581,0.00979959527126098,1.84586449825763,2.84881899817624
RT,VP0926,Congruent,PercentRTChange,0.108058065020872,0.109054421802082,0.0457688418731384,0.0509842389453563,0.00521539707221789,4.6832399169989,5.23063076952837
RT,VP0927,Congruent,PercentRTChange,0.07961376436028,0.112833537296581,0.0299513541283301,0.015733029818208,-0.0142183243101221,3.04044078137213,1.58574455543152
RT,VP0928,Congruent,PercentRTChange,0.0793603770916795,0.12495727577977,0.049328973327504,0.0273212904163684,-0.0220076829111356,5.05659020588907,2.76979392246033
RT,VP0929,Congruent,PercentRTChange,0.00027602151667257,0.000196308308818542,0.0459594569103178,0.061033325678929,0.0150738687686112,4.70319601857383,6.29343366053783
RT,VP0930,Congruent,PercentRTChange,0.109414694669713,0.10726372914773,0.03295478162339,0.0299807969354062,-0.00297398468798381,3.35038048204119,3.0434746258533
RT,VP0931,Congruent,PercentRTChange,0.124406702817463,0.126690753793262,0.0577307888899766,0.0573476727323783,-0.00038311615759834,5.94297470577598,5.90239401443782
RT,VP0932,Congruent,PercentRTChange,0.0189618324330825,0.0791754872857811,0.0616062853875889,0.0697735613830609,0.00816727599547197,6.35435296580757,7.22653514790541
RT,VP0933,Congruent,PercentRTChange,0.114034555931978,0.109894980594803,-0.0795265055613823,-0.0876293550613666,-0.00810284949998429,-7.64464596608687,-8.38996382323982
RT,VP0934,Congruent,PercentRTChange,0.0826368727555479,0.107720658688395,0.0616774028813125,0.0571411109495003,-0.00453629193181218,6.36191688979755,5.88052088627309
RT,VP0935,Congruent,PercentRTChange,0.104311418116489,0.0979627148184182,0.0552721566301104,0.0537875846401224,-0.00148457198998805,5.68281983408847,5.52604248236652
RT,VP0936,Congruent,PercentRTChange,0.091754462824811,0.130161347784671,0.0715407860811847,0.0793953332606624,0.0078545471794777,7.41619606648225,8.26322380127909
RT,VP0937,Congruent,PercentRTChange,0.0881182252715983,0.103470357485981,0.0838797064431843,0.0790533053877107,-0.00482640105547362,8.74980669296674,8.22620109288348
RT,VP0938,Congruent,PercentRTChange,0.0540315602278929,0.0469154237116463,0.0780768444286593,0.0846641738559006,0.00658732942724131,8.12057401152315,8.83515084293218
RT,VP0939,Congruent,PercentRTChange,0.117107288186926,0.105723252957078,0.0474201945628828,0.0290404373798068,-0.0183797571830761,4.85625167921002,2.94662225500995
RT,VP0940,Congruent,PercentRTChange,0.0651795646401525,0.0806029583887069,0.0863114536308321,0.094646368670472,0.00833491503963986,9.01458053059112,9.92700500540165
