Outcome,Subject,Condition,EffectScale,UnexpectednessSD_Symmetric,UnexpectednessSD_Directional,LogEffect_Symmetric,LogEffect_Directional,DeltaLogEffect,TransformedEffect_Symmetric,TransformedEffect_Directional
Error,VP0037,Congruent,OddsRatio,0.116623828064409,0.066893430058138,0.577515678421249,0.945360256808952,0.367844578387703,1.78160684395869,2.57374041910243
Error,VP0038,Congruent,OddsRatio,0.119435055344521,0.12054948353649,0.584456151912383,0.710186690071355,0.125730538158971,1.79401504862986,2.0343710200677
Error,VP0039,Congruent,OddsRatio,0.115977426211004,0.0189769222487996,0.304432717027902,1.06095990890548,0.756527191877583,1.35585563098895,2.88914297269803
Error,VP0040,Congruent,OddsRatio,0.103772199735155,0.10874253561896,3.40841498110352,2.71366301108832,-0.694751970015206,30.2173112727223,15.0844288697419
Error,VP0041,Congruent,OddsRatio,0.0178741380968964,0.0195229880093517,1.3224253600935,1.8363592946159,0.513933934522397,3.75251154108674,6.27365609915823
Error,VP0042,Congruent,OddsRatio,0.104805762845706,0.0898471947229755,1.26875825166666,1.71291258065105,0.444154328984395,3.55643362379354,5.54508849806736
Error,VP0043,Congruent,OddsRatio,0.0794211910292948,0.102649254243337,0.607753610048995,0.228983945656973,-0.378769664392022,1.83630171236156,1.25732185337148
Error,VP0044,Congruent,OddsRatio,0.075905313476911,0.0200595003956517,0.369026347059565,0.572414796571619,0.203388449512054,1.44632570960237,1.77254221639663
Error,VP0045,Congruent,OddsRatio,0.0163438670480926,0.114195427140542,0.481656285302339,0.431118460840444,-0.0505378244618945,1.61875330037016,1.53897784776835
Error,VP0046,Congruent,OddsRatio,0.0213164074581088,0.0325850192039783,0.586967910851903,0.962003042192587,0.375035131340684,1.79852684586736,2.61693305444914
Error,VP0047,Congruent,OddsRatio,0.116156640479531,0.0907559691375694,0.377829732246635,0.528173296461635,0.150343564215,1.45911448157924,1.69583169577137
Error,VP0048,Congruent,OddsRatio,0.121824824961382,0.116063875928581,0.462196145587134,0.701405369380341,0.239209223793207,1.58755666492264,2.01658476344138
Error,VP0049,Congruent,OddsRatio,0.110903578654817,0.108206853348125,1.11809738908089,1.68567988551652,0.56758249643563,3.05902852198016,5.39611842823437
Error,VP0050,Congruent,OddsRatio,0.100829202347629,0.122788712158535,0.939268625023448,1.15490794276185,0.215639317738398,2.55810979649159,3.17373123914672
Error,VP0051,Congruent,OddsRatio,0.112749266277335,0.122483232807172,1.36599721174638,1.76983517438173,0.403837962635354,3.91962980462178,5.86988577409131
Error,VP0052,Congruent,OddsRatio,0.090276033878477,0.11241326676882,1.75272221316561,1.67214954376671,-0.0805726693989048,5.77028927261609,5.32359881569316
Error,VP0053,Congruent,OddsRatio,0.122256007909497,0.0611122157184141,0.606734207325513,0.678513883948361,0.0717796766228476,1.83443073519648,1.97094649946412
Error,VP0054,Congruent,OddsRatio,0.0777088369375017,0.0546311233239751,0.695772311730266,0.952336263583845,0.256563951853578,2.00525715968846,2.59175762069639
Error,VP0055,Congruent,OddsRatio,0.101684306884591,0.0509644161961348,0.827163883384603,1.31167085627072,0.484506972886118,2.28682383538785,3.71237137205517
Error,VP0056,Congruent,OddsRatio,0.0782618541592007,0.118478083746363,0.856964019650429,1.04127318016986,0.184309160519431,2.35599706409855,2.83282141138699
Error,VP0057,Congruent,OddsRatio,0.0522271111450776,0.0133586713610789,0.309037010093691,0.740571021093014,0.431534010999322,1.36211278149222,2.09713267965349
Error,VP0058,Congruent,OddsRatio,0.113658892125343,0.122039612867343,0.453910208518673,0.503017037521219,0.0491068290025464,1.57445661833575,1.65370303594331
Error,VP0059,Congruent,OddsRatio,0.120239733051211,0.0519800530346169,0.432032818889448,0.611750135707107,0.179717316817659,1.54038566807853,1.84365522373183
Error,VP0060,Congruent,OddsRatio,0.0836046627816796,0.079091468521427,0.360434100390572,0.428707842893573,0.0682737425030004,1.43395175848912,1.53527242811861
Error,VP0061,Congruent,OddsRatio,0.0945476210331176,0.102972882339927,0.586008056568127,0.866455135781454,0.280447079213328,1.79680135041445,2.37846455797691
Error,VP0062,Congruent,OddsRatio,0.104585842838596,0.104402107570153,0.97895102271655,1.36504931141722,0.386098288700674,2.66166275326811,3.91591614660672
Error,VP0063,Congruent,OddsRatio,0.0519147557407848,0.0452972304485688,0.591147406082867,0.547379310290542,-0.0437680957923258,1.80605951064553,1.72871664632701
Error,VP0064,Congruent,OddsRatio,0.121087995155518,0.111528267754378,0.970338352208308,1.18088324222418,0.210544890015873,2.63883716470327,3.2572498733688
Error,VP0065,Congruent,OddsRatio,0.0945193587570833,0.0869791251095656,0.68810559275592,1.14420379330483,0.456098200548914,1.98994219933829,3.13994031979503
Error,VP0066,Congruent,OddsRatio,0.0499713369574242,0.0873778122914033,-0.0787843977889029,0.503288774997888,0.582073172786791,0.924239170974163,1.65415247009474
Error,VP0067,Congruent,OddsRatio,0.0749626537392644,0.0353825686157653,0.445271048735111,0.714930778334196,0.269659729599085,1.56091322205417,2.04404518514859
Error,VP0068,Congruent,OddsRatio,0.104695814376344,0.116474813621718,0.460794280909957,1.04416824101081,0.583373960100848,1.58533268453506,2.84103448466149
Error,VP0069,Congruent,OddsRatio,0.119832540902939,0.0916557058274312,0.597744289563811,0.645634049844509,0.0478897602806985,1.81801326019225,1.90719590325415
Error,VP0070,Congruent,OddsRatio,0.120133174616406,0.124138127774018,0.0824008503592126,0.0568115204723508,-0.0255893298868618,1.08589100239855,1.05845629425136
Error,VP0071,Congruent,OddsRatio,0.117888516874372,0.123697883779363,1.07637912697625,1.09179113308663,0.0154120061103746,2.93403652047482,2.97960616708307
Error,VP0072,Congruent,OddsRatio,0.10230797333193,0.121692210346696,0.364943418842862,0.555291915118298,0.190348496275436,1.44043250450557,1.7424495579092
Error,VP0073,Congruent,OddsRatio,0.112438172537791,0.118420319376413,1.10326869430356,1.20824838132384,0.104979687020276,3.0140017906157,3.34761576772609
Error,VP0074,Congruent,OddsRatio,0.0839834852021851,0.0965617038035008,0.377905617432937,0.450978860521011,0.0730732430880739,1.45922521095482,1.56984809597159
Error,VP0075,Congruent,OddsRatio,0.0990987572307489,0.11265567964175,0.715987567285581,0.798523065862676,0.0825354985770956,2.04620645131634,2.22225637725115
Error,VP0076,Congruent,OddsRatio,0.0778807006777091,0.0897279155511489,-0.434602002923342,-0.343103917595218,0.0914980853281244,0.64752232779406,0.7095644714953
Error,VP0077,Congruent,OddsRatio,0.0940554137785035,0.106596227607566,0.23941742676702,1.00042061924709,0.761003192480074,1.27050877027772,2.7194254306088
Error,VP0078,Congruent,OddsRatio,0.0892975015434861,0.0967180740790714,1.18615443662599,1.67033611918904,0.484181682563055,3.274464802425,5.31395361882087
Error,VP0079,Congruent,OddsRatio,0.106067037393149,0.101364336759033,0.959677385557771,0.997644039313371,0.0379666537556002,2.61085403832024,2.71188520139569
Error,VP0080,Congruent,OddsRatio,0.0122487143029814,0.0143347550293339,0.193914314803937,1.20241894679303,1.0085046319891,1.21399225733498,3.32815783026222
Error,VP0081,Congruent,OddsRatio,0.122341360412061,0.120451572412562,0.658466565629202,0.874316748391467,0.215850182762266,1.93182773092945,2.39723681837311
Error,VP0082,Congruent,OddsRatio,0.107174027589216,0.115189268898424,0.100927308679409,-0.0531227427672219,-0.154050051446631,1.10619622797612,0.948263612838941
Error,VP0083,Congruent,OddsRatio,0.097676686424943,0.116519676394747,0.493478176804813,0.551344525309156,0.0578663485043422,1.63800358947444,1.73558498776206
Error,VP0084,Congruent,OddsRatio,0.106534923931933,0.0284280196733879,0.529997384416238,1.2216513495607,0.691653965144462,1.6989278649246,3.39278578549538
Error,VP0085,Congruent,OddsRatio,0.0914368613208847,0.113911753648495,-0.257660361131734,-0.154138982860274,0.103521378271461,0.772857680043425,0.857152883173195
Error,VP0086,Congruent,OddsRatio,0.0989122183382754,0.0548735269257458,0.994142043130038,1.79432697670963,0.800184933579588,2.70240479962513,6.01542483810955
Error,VP0087,Congruent,OddsRatio,0.101278161358503,0.121234692150816,1.28572543308006,1.66318169855833,0.377456265478273,3.61729110827229,5.27607103497663
Error,VP0088,Congruent,OddsRatio,0.120598214028262,0.0976210553944574,1.00136597501863,0.754054656844155,-0.247311318174473,2.72199747068979,2.1256011507591
Error,VP0089,Congruent,OddsRatio,0.019432174276841,0.0217762539165277,0.551299759579616,1.23141844870581,0.680118689126198,1.73550729477291,3.42608581827693
Error,VP0090,Congruent,OddsRatio,0.07524268818606,0.121561798558899,-0.363087330802852,-0.670915495196253,-0.307828164393401,0.695525690029831,0.5112403254158
Error,VP0091,Congruent,OddsRatio,0.106593949640226,0.0975177286032698,0.960263736192664,0.797077312461452,-0.163186423731213,2.612385363146,2.21904586389986
Error,VP0092,Congruent,OddsRatio,0.105964937093605,0.0979140885157121,1.1814428226641,1.69981954024585,0.518376717581746,3.25907307675278,5.47295965365283
Error,VP0093,Congruent,OddsRatio,0.116166012666445,0.105605745505035,1.11945603428322,1.13457110063637,0.0151150663531501,3.06318748104045,3.10983944866895
Error,VP0094,Congruent,OddsRatio,0.119845695399058,0.0268732115777933,0.425575208482987,1.17228422233728,0.746709013854293,1.5304705061406,3.22936079813764
Error,VP0095,Congruent,OddsRatio,0.10776814798156,0.116298808083209,-0.0399467774240447,-0.0169277863641542,0.0230189910598905,0.960840576202036,0.983214683578451
Error,VP0096,Congruent,OddsRatio,0.112479861299222,0.123565225651559,0.92988841102011,1.29564807245977,0.365759661439663,2.5342263701036,3.65336285095385
Error,VP0097,Congruent,OddsRatio,0.0936266786816811,0.0523758775401992,0.548574976533174,0.733141919964252,0.184566943431078,1.73078485065876,2.08161059784423
Error,VP0098,Congruent,OddsRatio,0.103400900454556,0.0712276963743518,1.46670391958674,3.27253801243454,1.80583409284779,4.33492331172896,26.3782026637662
Error,VP0099,Congruent,OddsRatio,0.0203696243319984,0.0189500124583685,0.675664861025715,0.749476422814035,0.0738115617883207,1.96533921913576,2.11589189382051
Error,VP0100,Congruent,OddsRatio,0.100564160371602,0.0952636601298795,0.819144761653764,0.517852802528273,-0.301291959125492,2.26855884912839,1.67841987886641
Error,VP0101,Congruent,OddsRatio,0.117851347782231,0.128853355716204,0.125731136004144,0.370857973911725,0.245126837907582,1.13397724164057,1.44897726619888
Error,VP0102,Congruent,OddsRatio,0.115348304510079,0.115966078998019,1.43384446566981,1.97989971470197,0.546055249032155,4.19479497753416,7.24201668094161
Error,VP0103,Congruent,OddsRatio,0.0875586826001614,0.0929596851949004,0.243782684180206,0.788686870026039,0.544904185845833,1.27606699081118,2.20050497920248
Error,VP0104,Congruent,OddsRatio,0.0920706637983482,0.102946015567003,0.282337713699187,0.56857539661927,0.286237682920083,1.32622652923402,1.76574976570684
Error,VP0105,Congruent,OddsRatio,0.104376122134286,0.0467054234586642,0.587841920569084,1.95652848266057,1.36868656209148,1.80009946294846,7.07472435722339
Error,VP0106,Congruent,OddsRatio,0.0714907177227971,0.0725163941263569,1.14298891038921,1.52992695243694,0.386938042047731,3.1361279761889,4.61783948805803
Error,VP0107,Congruent,OddsRatio,0.113368238240312,0.117170983403435,0.790683841232251,1.10339150100769,0.312707659775443,2.20490371489753,3.01437195297059
Error,VP0108,Congruent,OddsRatio,0.118823610756197,0.117997901156951,0.759567725296756,0.897484956774139,0.137917231477383,2.13735209753003,2.45342487553542
Error,VP0109,Congruent,OddsRatio,0.115090240293726,0.0890573200313445,0.506356872415456,0.578166015426307,0.0718091430108508,1.65923536443681,1.78276586565428
Error,VP0110,Congruent,OddsRatio,0.0771551390458034,0.114913290279647,0.810894909387109,0.949778294156129,0.138883384769021,2.24992056103663,2.58513645591744
Error,VP0111,Congruent,OddsRatio,0.110130013629276,0.120965863071448,1.45736724138274,2.5274774351082,1.07011019372546,4.29463788640617,12.5218790103293
Error,VP0112,Congruent,OddsRatio,0.12695595653472,0.127766764540511,0.692498081754775,0.770404356898093,0.0779062751433174,1.99870222362777,2.16063974675745
Error,VP0113,Congruent,OddsRatio,0.0526907264777812,0.0534795726029204,0.959469813448315,1.24158000514858,0.282110191700266,2.610312154082,3.46107766742593
Error,VP0114,Congruent,OddsRatio,0.112368362745825,0.107450646666467,1.16607904624323,1.21968600784383,0.0536069616005981,3.20938408931091,3.38612435019726
Error,VP0115,Congruent,OddsRatio,0.106307384271669,0.126145005969138,0.890092806352576,1.12877610322753,0.238683296874952,2.43535565727809,3.09187005370795
Error,VP0116,Congruent,OddsRatio,0.0886745407740004,0.12663070413418,0.555995072260982,0.665559366375329,0.109564294114346,1.74367520462223,1.94557850821488
Error,VP0117,Congruent,OddsRatio,0.112011807911868,0.0986786644983153,0.453435889449286,0.600335703525403,0.146899814076118,1.57371000061926,1.82273059478052
Error,VP0118,Congruent,OddsRatio,0.0930898229672154,0.0401218806977387,0.678596908085656,1.06351475046984,0.384917842384188,1.97111014238995,2.89653371231436
Error,VP0119,Congruent,OddsRatio,0.103852619724684,0.122802284907971,0.549387878277777,0.611111587958495,0.0617237096807175,1.73219238069769,1.84247833762847
Error,VP0120,Congruent,OddsRatio,0.0344919432396626,0.0339481134836458,1.69403117959152,2.38018022229858,0.686149042707056,5.44137169876497,10.8068503238439
Error,VP0121,Congruent,OddsRatio,0.0877641774462311,0.107571829210652,0.44502472271462,0.570183594967527,0.125158872252907,1.56052877586334,1.76859172616903
Error,VP0122,Congruent,OddsRatio,0.0845013240152923,0.0789621584765621,1.00490535985833,1.35908650459913,0.354181144740807,2.73164873696872,3.89263577227396
Error,VP0123,Congruent,OddsRatio,0.129203522391081,0.103553918371863,-0.0838812620262928,0.218262132030442,0.302143394056735,0.919540433981089,1.24391309435129
Error,VP0124,Congruent,OddsRatio,0.101836699863263,0.114921994912364,0.745679933566142,0.795363459836384,0.0496835262702419,2.10787416224196,2.21524600345138
Error,VP0125,Congruent,OddsRatio,0.0233585388266016,0.0185122287543941,0.435097839243986,0.8634462114502,0.428348372206214,1.54511422436385,2.37131869417046
Error,VP0126,Congruent,OddsRatio,0.10526917729926,0.121225344704111,0.258501082101313,0.793038651468081,0.534537569366768,1.29498755115984,2.21010196277596
Error,VP0127,Congruent,OddsRatio,0.113201796064683,0.124146047378631,0.803276867151115,0.864212062876805,0.0609351957256895,2.23284569228831,2.37313546757578
Error,VP0128,Congruent,OddsRatio,0.118478596207571,0.122539614560661,2.29301588088348,2.03391751465922,-0.259098366224268,9.90476427106516,7.64397315646855
Error,VP0129,Congruent,OddsRatio,0.091890853188002,0.0425402014576556,0.521888367912277,0.71174719310715,0.189858825194873,1.68520693762803,2.03754814052878
Error,VP0130,Congruent,OddsRatio,0.107365979219132,0.11485591417428,0.750314066477868,1.09851476771263,0.348200701234764,2.11766499977053,2.99970745139861
Error,VP0131,Congruent,OddsRatio,0.104393101831686,0.0892505060413901,1.45267623874911,1.57528154008787,0.122605301338758,4.27453890780865,4.83210185700183
Error,VP0132,Congruent,OddsRatio,0.0768398210279845,0.102825482343546,-0.0967282901088239,0.386637348402674,0.483365638511498,0.907802631580705,1.47202256313022
Error,VP0133,Congruent,OddsRatio,0.10379505526602,0.112053824095647,0.547353514431752,0.639593009497405,0.0922394950656531,1.72867205317168,1.89570918664516
Error,VP0134,Congruent,OddsRatio,0.108852834065923,0.108388881982043,1.10518361673294,1.36255344872931,0.257369831996371,3.01977889983939,3.90615474423462
Error,VP0135,Congruent,OddsRatio,0.0820938188135774,0.110027439194735,1.49881126155796,1.55735834222406,0.0585470806660942,4.4763646795359,4.74626665775387
Error,VP0136,Congruent,OddsRatio,0.045143107729251,0.126861243311667,0.36181643358018,0.526020251230161,0.164203817649981,1.43593532825848,1.69218442120791
Error,VP0137,Congruent,OddsRatio,0.121398717977271,0.122766549873366,0.594132647617524,0.428596223835177,-0.165536423782347,1.81145909002515,1.53510107201928
Error,VP0138,Congruent,OddsRatio,0.0968785947494381,0.0354816751516148,0.57621056833968,0.732035457055159,0.15582488871548,1.77928316756182,2.07930864667318
Error,VP0139,Congruent,OddsRatio,0.108319619720486,0.121507027620458,0.357812353597671,0.640523794405168,0.282711440807497,1.43019722393517,1.89747450558426
Error,VP0140,Congruent,OddsRatio,0.0577028043009908,0.119560834656556,0.41759975120349,0.557730034136884,0.140130282933394,1.51831284987895,1.74670304045657
Error,VP0141,Congruent,OddsRatio,0.116940441048808,0.124079499809825,0.894426093756681,1.04041982643206,0.145993732675383,2.44593165113366,2.83040504380186
Error,VP0142,Congruent,OddsRatio,0.117614818375762,0.120334407439201,0.304496845907489,0.446800795632589,0.1423039497251,1.35594258327949,1.56330285151096
Error,VP0143,Congruent,OddsRatio,0.0673732445837012,0.0210902202027314,0.797400262301028,1.13285622847749,0.335455966176466,2.21976262013755,3.1045110416541
Error,VP0144,Congruent,OddsRatio,0.103926185471281,0.0570879325548958,1.09420192383133,1.47280879363178,0.37860686980045,2.98679803962019,4.36146841736165
Error,VP0145,Congruent,OddsRatio,0.0877848168188843,0.122919267006488,0.78735741644455,0.966473045336337,0.179115628891787,2.19758145375308,2.62865693680384
Error,VP0146,Congruent,OddsRatio,0.112473689947627,0.0859397641767893,1.09452210153615,1.30261526236203,0.208093160825879,2.98775449887159,3.678905400291
Error,VP0147,Congruent,OddsRatio,0.102196428506592,0.100996064386631,0.987039591983289,0.904075160736611,-0.0829644312466774,2.68327910162419,2.46964684018866
Error,VP0148,Congruent,OddsRatio,0.121674980442615,0.107904638021878,0.7462112760256,0.674361037310397,-0.071850238715203,2.10899446288885,1.9627784330228
Error,VP0149,Congruent,OddsRatio,0.0254953089899855,0.103344695337522,0.337483658065527,0.911099232434875,0.573615574369348,1.40141670634486,2.4870548827606
Error,VP0150,Congruent,OddsRatio,0.080014822324955,0.125424688002559,0.420893385930818,0.656459607118542,0.235566221187723,1.52332186220858,1.92795452080981
Error,VP0151,Congruent,OddsRatio,0.0216719498486214,0.0230807078326373,0.871109336334109,1.54650999613426,0.675400659800148,2.38956020970221,4.69505579324208
Error,VP0152,Congruent,OddsRatio,0.125334443068083,0.105992956714689,0.594014367058658,0.636698110040152,0.0426837429814936,1.81124484230254,1.89022923493129
Error,VP0153,Congruent,OddsRatio,0.0144535934606602,0.0864329797251143,0.278672415816943,0.154771836421666,-0.123900579395276,1.32137441160539,1.16739157447747
Error,VP0154,Congruent,OddsRatio,0.107485400256342,0.121811279139831,0.473984538649724,0.660634440668796,0.186649902019071,1.60638214999836,1.93602023481844
Error,VP0155,Congruent,OddsRatio,0.0699586944975145,0.0524418421142607,1.69896036021762,2.83915165266978,1.14019129245216,5.46825941548761,17.1012515804565
Error,VP0156,Congruent,OddsRatio,0.0388475999730443,0.118101145414413,0.271552876150622,0.649172680507722,0.3776198043571,1.31200024354491,1.91395672012024
Error,VP0157,Congruent,OddsRatio,0.0988640993144461,0.0947162797186261,1.08586606257308,1.42563406688159,0.339768004308511,2.96200398900945,4.1604950387034
Error,VP0158,Congruent,OddsRatio,0.119095069326815,0.0624646788792869,0.3202992763304,0.842812814108799,0.522513537778399,1.37753996775805,2.32289165855111
Error,VP0159,Congruent,OddsRatio,0.0903016834455264,0.10420125739603,-0.17827974112446,-0.570039090113912,-0.391759348989451,0.836708329018564,0.565503332677785
Error,VP0160,Congruent,OddsRatio,0.0977594386502123,0.103445232782756,0.038861615894108,0.206711252623629,0.167849636729521,1.03962660589687,1.22962746881016
Error,VP0161,Congruent,OddsRatio,0.0972699248263088,0.0981327041268309,0.740079712619667,1.22278420098904,0.482704488369373,2.09610259366395,3.39663148561068
Error,VP0162,Congruent,OddsRatio,0.119122508213593,0.117406408213931,0.826006730537903,1.17996320139957,0.353956470861666,2.28417916111811,3.25425444867713
Error,VP0163,Congruent,OddsRatio,0.111188394707906,0.0980781673571414,0.562849489371066,0.740479400186401,0.177629910815336,1.7556681371047,2.0969405472579
Error,VP0164,Congruent,OddsRatio,0.11419803127679,0.037977625897924,0.504864635287259,1.34231136307165,0.83744672778439,1.65676123827215,3.82788091078552
Error,VP0165,Congruent,OddsRatio,0.0671555196648559,0.0420434796117778,1.2524889781929,1.70532485943811,0.452835881245213,3.49904116530306,5.50317313459029
Error,VP0166,Congruent,OddsRatio,0.108888517390076,0.115179492345595,0.760451988642597,0.787097842438635,0.0266458537960386,2.13924291551434,2.19701109276045
Error,VP0167,Congruent,OddsRatio,0.123157401347648,0.124122037818517,0.592931560477664,0.995723270440232,0.402791709962568,1.80928467589956,2.70668129606294
Error,VP0168,Congruent,OddsRatio,0.110684260181519,0.100421011779249,1.18791693603054,1.2918068760977,0.103889940067162,3.28024113358431,3.63935648468476
Error,VP0169,Congruent,OddsRatio,0.0285719926976361,0.10288070464259,0.819906462985972,1.0550008292778,0.235094366291829,2.27028747168944,2.87197753556757
Error,VP0170,Congruent,OddsRatio,0.117815334593053,0.0326747350371188,0.814502000653596,1.10026227292167,0.285760272268073,2.25805088443653,3.00495403867966
Error,VP0171,Congruent,OddsRatio,0.103999065238798,0.113635321936338,0.503934357521547,0.764526750339586,0.260592392818039,1.65522070680128,2.14797760440925
Error,VP0172,Congruent,OddsRatio,0.0146819168676296,0.100644865722765,-0.323018990408226,0.261757323107354,0.58477631351558,0.72396010593942,1.29921121562897
Error,VP0173,Congruent,OddsRatio,0.113625728097797,0.11448676306332,0.464541920653084,0.797568187126259,0.333026266473174,1.59128508707317,2.2201354046866
Error,VP0174,Congruent,OddsRatio,0.117678402937916,0.124372268889573,0.250696906542561,0.441846968658537,0.191150062115976,1.28492057428581,1.55557767008086
Error,VP0175,Congruent,OddsRatio,0.108910181562516,0.0218383836892683,0.207078625068253,0.881838379527876,0.674759754459623,1.23007928304632,2.41533593156459
Error,VP0176,Congruent,OddsRatio,0.118147414580821,0.124833917133573,0.44356152484809,0.867396449650524,0.423834924802434,1.55824708317886,2.38070449372833
Error,VP0177,Congruent,OddsRatio,0.113513912614626,0.107813638785385,1.41576805985662,1.52521247669558,0.10944441683896,4.11964938847952,4.59612003396234
Error,VP0179,Congruent,OddsRatio,0.119437010317428,0.119098732686964,0.467542165968748,0.743406594852292,0.275864428883544,1.5960665018235,2.10308769299933
Error,VP0180,Congruent,OddsRatio,0.121330291471807,0.122372149148943,0.184445974929155,0.554125507424864,0.369679532495709,1.20255201157227,1.74041833618604
Error,VP0181,Congruent,OddsRatio,0.078976187916396,0.060467765173272,0.445612488510732,0.464532689118298,0.0189202006075659,1.56144627091134,1.59127039713733
Error,VP0182,Congruent,OddsRatio,0.112280565379007,0.104551513605644,0.907108953139114,1.52057768956991,0.613468736430799,2.47715061269797,4.5748672850291
Error,VP0183,Congruent,OddsRatio,0.053484758737243,0.104656741670826,1.31140499022889,1.20063994156653,-0.110765048662355,3.71138450976506,3.32224228354198
Error,VP0184,Congruent,OddsRatio,0.106597942798426,0.0952906618809384,0.717591040718672,0.788528270985609,0.0709372302669374,2.04949012093459,2.20015600889823
Error,VP0185,Congruent,OddsRatio,0.114054473338102,0.118040112626921,0.479816691929513,0.764369862035578,0.284553170106065,1.61577818986235,2.14764063827956
Error,VP0186,Congruent,OddsRatio,0.033786223949862,0.0911185675243142,0.475371530539929,0.341710495653474,-0.133661034886455,1.60861173486361,1.40735280377756
Error,VP0187,Congruent,OddsRatio,0.106072185493267,0.0518156127900348,0.690577331345047,1.20851730605287,0.517939974707823,1.99486690004162,3.34851614545082
Error,VP0188,Congruent,OddsRatio,0.120206508722683,0.111594974313608,0.24845646875152,0.164249177070404,-0.084207291681116,1.28204501213459,1.1785079356643
Error,VP0189,Congruent,OddsRatio,0.0902050796911364,0.0630670350564648,0.746046917040612,1.2129870472759,0.466940130235283,2.10864785918408,3.36351664530433
Error,VP0190,Congruent,OddsRatio,0.121918022417056,0.122097447564519,0.438514353953183,1.30008700197381,0.861572648020628,1.55040215784639,3.66961591755932
Error,VP0191,Congruent,OddsRatio,0.125157352780159,0.112349639380687,0.690235952143671,0.900849365053077,0.210613412909406,1.99418601019986,2.46169309953991
Error,VP0192,Congruent,OddsRatio,0.0757902801225024,0.0749561403365047,0.354211285695543,0.230211733421358,-0.123999552274185,1.42505624867439,1.25886652582987
Error,VP0193,Congruent,OddsRatio,0.0297050107590733,0.0249445117514588,1.04723970983578,1.85576882746423,0.808529117628459,2.84977404828971,6.39661425331587
Error,VP0194,Congruent,OddsRatio,0.118794257851091,0.117112083209403,0.876223092006232,1.19875825706389,0.322535165057657,2.40181113419847,3.31599674962802
Error,VP0195,Congruent,OddsRatio,0.121081735772092,0.108024163112455,1.43790459885658,1.98839738277767,0.550492783921088,4.21186102560415,7.30381915143739
Error,VP0196,Congruent,OddsRatio,0.0522398387168263,0.125201382512433,1.20385132050479,1.77908195272042,0.57523063221563,3.33292841185904,5.92441502814676
Error,VP0197,Congruent,OddsRatio,0.055549714197163,0.0752593214556801,0.0454680433661049,0.217727465439269,0.172259422073164,1.04651756090102,1.24324819334343
Error,VP0198,Congruent,OddsRatio,0.0129465263574498,0.112544910148482,0.403404656623594,0.524388502463331,0.120983845839736,1.49691250468262,1.68942545294905
Error,VP0199,Congruent,OddsRatio,0.122976873594488,0.109456370775159,0.572691149583322,0.548567168226798,-0.0241239813565237,1.77303213146814,1.73077133621314
Error,VP0200,Congruent,OddsRatio,0.105861698967656,0.123038957920693,1.30744452534578,0.774301161238002,-0.533143364107781,3.69671477041512,2.16907576317716
Error,VP0201,Congruent,OddsRatio,0.102768882491602,0.124464344245404,0.704826701207802,0.925812529784417,0.220985828576614,2.02349598512506,2.52391818613216
Error,VP0202,Congruent,OddsRatio,0.0735660954496991,0.10663143326492,0.607671203180463,0.614286298108337,0.00661509492787427,1.83615039472266,1.8483369671124
Error,VP0203,Congruent,OddsRatio,0.0722679513719517,0.0988108154183231,0.248220959384938,0.485217002442606,0.236996043057668,1.28174311407716,1.62452749703238
Error,VP0204,Congruent,OddsRatio,0.0998984895839245,0.0679698388905447,1.01326749056728,1.23239698692538,0.219129496358099,2.75458691310881,3.42944001503085
Error,VP0205,Congruent,OddsRatio,0.119093739617543,0.118041564754131,1.99090234170949,2.64974445459406,0.658842112884575,7.32213785267546,14.150422107939
Error,VP0206,Congruent,OddsRatio,0.11544283858156,0.118637446959269,0.583447985928018,0.817364884771829,0.233916898843811,1.79220729509332,2.26452468490035
Error,VP0207,Congruent,OddsRatio,0.104021171481385,0.018549305186589,0.697623969998683,1.08527045895265,0.387646488953964,2.00897365046206,2.96024033398167
Error,VP0208,Congruent,OddsRatio,0.0833397321706779,0.117115572943098,1.03517965013951,0.978152773665482,-0.0570268764740308,2.81561201528237,2.65953893128327
Error,VP0209,Congruent,OddsRatio,0.0274003157856601,0.0139329805346247,0.258006874926247,0.708282931128667,0.45027605620242,1.29434771713874,2.03050175229069
Error,VP0210,Congruent,OddsRatio,0.115007687309262,0.106113690200389,-0.00494389836023228,0.00850582183009015,0.0134497201903224,0.995068302590232,1.00854209911569
Error,VP0211,Congruent,OddsRatio,0.118469689221489,0.0970094242576919,0.455045008386873,0.484018228225628,0.0289732198387545,1.57624432565189,1.62258122215931
Error,VP0212,Congruent,OddsRatio,0.0902200735774075,0.100069574026137,1.55828494446111,1.7039459369842,0.145660992523094,4.75066659723866,5.49558991512463
Error,VP0213,Congruent,OddsRatio,0.108293191149814,0.0564098790257324,0.907170521084107,1.86379136463581,0.956620843551706,2.47730313046569,6.4481377270851
Error,VP0214,Congruent,OddsRatio,0.122854138845046,0.124635787328319,0.786271687918711,0.846353144203309,0.0600814562845974,2.19519677167382,2.33113003647988
Error,VP0215,Congruent,OddsRatio,0.0801614353940943,0.033128569756681,0.822102336940177,1.61789269341112,0.795790356470944,2.27527821433258,5.04245311790141
Error,VP0216,Congruent,OddsRatio,0.117780826488832,0.128379744239591,0.690613028470269,0.803381617548623,0.112768589078354,1.99493811232618,2.23307959601269
