Outcome,Subject,Parameter,Symmetric,Directional,DirectionalMinusSymmetric
RT,VP0567,bCongruence,0.227911585217809,0.226952230024692,-0.000959355193116518
RT,VP0568,bCongruence,0.183461465326059,0.184702719099056,0.00124125377299683
RT,VP0569,bCongruence,0.219185903473729,0.218620898782718,-0.000565004691010729
RT,VP0570,bCongruence,0.164012224113319,0.16375334754993,-0.000258876563388244
RT,VP0571,bCongruence,0.181688831538636,0.186368194160837,0.00467936262220153
RT,VP0572,bCongruence,0.22514003451976,0.22566943824126,0.000529403721500121
RT,VP0573,bCongruence,0.164517060280016,0.16476285098285,0.000245790702833287
RT,VP0574,bCongruence,0.141069607522617,0.14235616578554,0.00128655826292245
RT,VP0575,bCongruence,0.0874397000106112,0.0878667280946127,0.000427028084001468
RT,VP0576,bCongruence,0.164756203059842,0.164368635470989,-0.000387567588853555
RT,VP0577,bCongruence,0.112048307841137,0.11144105572338,-0.000607252117756377
RT,VP0578,bCongruence,0.179262505450263,0.179798145249042,0.000535639798779602
RT,VP0579,bCongruence,0.177117265651768,0.177185596712107,6.83310603394882e-05
RT,VP0580,bCongruence,0.158886333143438,0.15977545504239,0.000889121898951378
RT,VP0581,bCongruence,0.117974074326763,0.123388663506403,0.00541458917964042
RT,VP0582,bCongruence,0.154591714209806,0.155348360008622,0.000756645798815875
RT,VP0583,bCongruence,0.228711363743013,0.228588227417327,-0.000123136325685724
RT,VP0584,bCongruence,0.149618074798618,0.148903826808526,-0.000714247990092148
RT,VP0585,bCongruence,0.225629308953607,0.225741452127318,0.000112143173710916
RT,VP0586,bCongruence,0.220015381245928,0.21962611257297,-0.00038926867295766
RT,VP0587,bCongruence,0.157674590169815,0.155657036777144,-0.00201755339267076
RT,VP0588,bCongruence,0.128322017137657,0.133560490818505,0.00523847368084734
RT,VP0589,bCongruence,0.203294154416903,0.205449589830366,0.00215543541346272
RT,VP0590,bCongruence,0.200951602991658,0.204572392620808,0.00362078962914911
RT,VP0591,bCongruence,0.118123542520894,0.119241154096432,0.00111761157553751
RT,VP0592,bCongruence,0.257553691449007,0.259503721903832,0.00195003045482467
RT,VP0593,bCongruence,0.124969288776915,0.126475176193009,0.0015058874160937
RT,VP0594,bCongruence,0.149107400991336,0.147549114923383,-0.0015582860679528
RT,VP0595,bCongruence,0.222497987116488,0.224670286437165,0.00217229932067695
RT,VP0596,bCongruence,0.105465608551884,0.108042288166637,0.00257667961475334
RT,VP0597,bCongruence,0.155855561708215,0.159168750308614,0.00331318860039889
RT,VP0598,bCongruence,0.133948654698062,0.133109611798862,-0.000839042899199838
RT,VP0599,bCongruence,0.180961939376594,0.182581753367586,0.00161981399099195
RT,VP0600,bCongruence,0.185655074759662,0.184544923825203,-0.00111015093445826
RT,VP0601,bCongruence,0.144495022906844,0.146055925951009,0.00156090304416473
RT,VP0602,bCongruence,0.168026112431403,0.167747915497566,-0.000278196933837238
RT,VP0603,bCongruence,0.164551539790337,0.163004989502531,-0.0015465502878054
RT,VP0604,bCongruence,0.150083369915296,0.150293535313686,0.000210165398390111
RT,VP0605,bCongruence,0.129153880956735,0.127686114382885,-0.00146776657384962
RT,VP0606,bCongruence,0.168777305564285,0.169565424135477,0.000788118571191265
RT,VP0607,bCongruence,0.182865655033117,0.182001675061766,-0.000863979971350792
RT,VP0608,bCongruence,0.204684905286141,0.206068508072602,0.00138360278646096
RT,VP0609,bCongruence,0.189434706547833,0.187171993618886,-0.00226271292894711
RT,VP0610,bCongruence,0.212750066096017,0.211537666330381,-0.00121239976563531
RT,VP0611,bCongruence,0.161206701400638,0.164024749368668,0.00281804796802956
RT,VP0612,bCongruence,0.154724020841736,0.155840580163192,0.0011165593214561
RT,VP0613,bCongruence,0.0593126588523811,0.0586954267705968,-0.000617232081784283
RT,VP0614,bCongruence,0.0844469248723386,0.0889781213150775,0.00453119644273885
RT,VP0615,bCongruence,0.168445613419525,0.167559303239631,-0.000886310179893907
RT,VP0616,bCongruence,0.156498946311238,0.158838116521365,0.00233917021012647
RT,VP0617,bCongruence,0.114909553195068,0.11238233079119,-0.00252722240387807
RT,VP0618,bCongruence,0.183276866587006,0.183082994033926,-0.000193872553079733
RT,VP0619,bCongruence,0.181541135986357,0.182820918622366,0.00127978263600867
RT,VP0620,bCongruence,0.186398045003681,0.186068693112134,-0.000329351891546759
RT,VP0621,bCongruence,0.0481536486342159,0.0477766953317628,-0.000376953302453097
RT,VP0622,bCongruence,0.205964049841831,0.206760090569547,0.000796040727716857
RT,VP0623,bCongruence,0.185479430900578,0.183689121222806,-0.00179030967777213
RT,VP0624,bCongruence,0.139695492255864,0.140497431042041,0.000801938786176931
RT,VP0625,bCongruence,0.159831845331175,0.162392802419679,0.00256095708850398
RT,VP0626,bCongruence,0.194884123862627,0.195166566846644,0.000282442984017334
RT,VP0627,bCongruence,0.115262912619188,0.114684380056018,-0.000578532563170794
RT,VP0628,bCongruence,0.100402099638792,0.100577941521794,0.000175841883001848
RT,VP0629,bCongruence,0.176425852510666,0.179336822388431,0.0029109698777656
RT,VP0630,bCongruence,0.14016202154504,0.138247713974079,-0.00191430757096051
RT,VP0631,bCongruence,0.121884881275243,0.123140590633947,0.00125570935870414
RT,VP0632,bCongruence,0.189418032882818,0.191124187276495,0.00170615439367708
RT,VP0633,bCongruence,0.194027260333011,0.19532933643119,0.00130207609817903
RT,VP0634,bCongruence,0.226412697870149,0.227169632630148,0.000756934759999134
RT,VP0635,bCongruence,0.193830620830453,0.194035964820785,0.000205343990332119
RT,VP0636,bCongruence,0.153565929258791,0.156025778917953,0.00245984965916218
RT,VP0637,bCongruence,0.13059479059878,0.133278070111689,0.00268327951290895
RT,VP0638,bCongruence,0.138082601570368,0.13949694069871,0.00141433912834224
RT,VP0639,bCongruence,0.124888082984535,0.125281263210979,0.000393180226443454
RT,VP0640,bCongruence,0.147591197009046,0.146685115212094,-0.000906081796951841
RT,VP0641,bCongruence,0.200531186716178,0.199579603951735,-0.000951582764443015
RT,VP0642,bCongruence,0.179175616238352,0.181774312443526,0.00259869620517361
RT,VP0643,bCongruence,0.183809473795232,0.184589795101424,0.000780321306191767
RT,VP0644,bCongruence,0.161063001315362,0.161149269850023,8.6268534660372e-05
RT,VP0645,bCongruence,0.18679044301551,0.187453156787716,0.000662713772206169
RT,VP0646,bCongruence,0.112940179945864,0.11567977810155,0.00273959815568622
RT,VP0647,bCongruence,0.103841093484262,0.103003679735633,-0.000837413748628946
RT,VP0648,bCongruence,0.17160022523862,0.176395208026959,0.00479498278833937
RT,VP0649,bCongruence,0.157499091542433,0.157393821125387,-0.000105270417045528
RT,VP0650,bCongruence,0.134748625532044,0.13529441900492,0.000545793472876255
RT,VP0651,bCongruence,0.230238663719774,0.228691306418788,-0.00154735730098601
RT,VP0652,bCongruence,0.168528732296904,0.168349600595282,-0.000179131701622232
RT,VP0653,bCongruence,0.126853959954388,0.12553179989275,-0.00132216006163821
RT,VP0654,bCongruence,0.20990868718468,0.210269360968989,0.000360673784308763
RT,VP0655,bCongruence,0.183276409965794,0.182825047177894,-0.000451362787900034
RT,VP0656,bCongruence,0.125139998156878,0.127384562561427,0.00224456440454987
RT,VP0657,bCongruence,0.133586484734965,0.136155376680668,0.00256889194570314
RT,VP0658,bCongruence,0.143849116066293,0.145781904464931,0.00193278839863792
RT,VP0659,bCongruence,0.168499649373569,0.169851749614992,0.00135210024142332
RT,VP0660,bCongruence,0.112982617959898,0.110533633640208,-0.00244898431968975
RT,VP0661,bCongruence,0.1390707560683,0.140242491983052,0.00117173591475198
RT,VP0662,bCongruence,0.216494279656392,0.216548041046784,5.37613903925926e-05
RT,VP0663,bCongruence,0.151236198004721,0.153675579961061,0.00243938195634083
RT,VP0664,bCongruence,0.222573762171349,0.224538359342532,0.00196459717118294
RT,VP0665,bCongruence,0.175602060509961,0.178470608570238,0.002868548060277
RT,VP0666,bCongruence,0.18550274175799,0.186209740321569,0.000706998563578948
RT,VP0667,bCongruence,0.113180109822651,0.113243810692733,6.3700870081923e-05
RT,VP0668,bCongruence,0.155264815990844,0.156267400105255,0.00100258411441073
RT,VP0669,bCongruence,0.154778589394382,0.155305714738542,0.000527125344159801
RT,VP0670,bCongruence,0.190200004872619,0.188926244744819,-0.0012737601278002
RT,VP0671,bCongruence,0.220577334474028,0.222526714507972,0.0019493800339439
RT,VP0672,bCongruence,0.0534191401599458,0.0561091730986184,0.00269003293867264
RT,VP0673,bCongruence,0.108489605158782,0.111267381453454,0.00277777629467169
RT,VP0674,bCongruence,0.0907518975328211,0.0899626090036354,-0.00078928852918568
RT,VP0675,bCongruence,0.194306756401344,0.194571729865616,0.000264973464272122
RT,VP0676,bCongruence,0.19496400133997,0.19545151764142,0.000487516301449692
RT,VP0677,bCongruence,0.190434914795313,0.190673328542897,0.000238413747584043
RT,VP0678,bCongruence,0.19103221567472,0.19239861167808,0.00136639600336039
RT,VP0679,bCongruence,0.175289345293274,0.174588948928233,-0.000700396365041045
RT,VP0680,bCongruence,0.202687679442822,0.205860630983448,0.00317295154062552
RT,VP0681,bCongruence,0.198278334522756,0.199307419020742,0.00102908449798611
RT,VP0682,bCongruence,0.191929388346425,0.193615159357369,0.00168577101094392
RT,VP0683,bCongruence,0.18070768688253,0.184043987009759,0.00333630012722896
RT,VP0684,bCongruence,0.230673776599622,0.230061966234928,-0.000611810364694154
RT,VP0685,bCongruence,0.0934417329415853,0.0932328790979621,-0.000208853843623166
RT,VP0686,bCongruence,0.202659434815934,0.204117795057637,0.00145836024170343
RT,VP0687,bCongruence,0.0719255588443206,0.0709192410311607,-0.00100631781315993
RT,VP0688,bCongruence,0.211208920230707,0.212075845440191,0.000866925209483532
RT,VP0689,bCongruence,0.176440046632889,0.17745685091522,0.00101680428233089
RT,VP0690,bCongruence,0.214646685327503,0.214149767956605,-0.000496917370897298
RT,VP0691,bCongruence,0.156624327645675,0.158062670232289,0.00143834258661363
RT,VP0692,bCongruence,0.13204823556515,0.133813906357628,0.0017656707924783
RT,VP0693,bCongruence,0.152010625711795,0.152272854489388,0.000262228777593687
RT,VP0694,bCongruence,0.182420177527337,0.182952202040803,0.000532024513466178
RT,VP0695,bCongruence,0.170246844403787,0.169628256863373,-0.000618587540414439
RT,VP0696,bCongruence,0.128183046820037,0.128037715638874,-0.000145331181163333
RT,VP0697,bCongruence,0.172441819600543,0.17266933140532,0.00022751180477662
RT,VP0698,bCongruence,0.128829787914068,0.128921718444142,9.19305300736972e-05
RT,VP0699,bCongruence,0.188840046434976,0.189793781521859,0.000953735086883151
RT,VP0700,bCongruence,0.214959265374552,0.215105052856996,0.000145787482444121
RT,VP0701,bCongruence,0.167943042259111,0.167795611039772,-0.000147431219339883
RT,VP0702,bCongruence,0.182535967935817,0.181394231989291,-0.00114173594652522
RT,VP0703,bCongruence,0.165512833651521,0.166546721178272,0.00103388752675138
RT,VP0704,bCongruence,0.157848530907563,0.159984595167074,0.00213606425951038
RT,VP0705,bCongruence,0.24850721696046,0.248862204307805,0.000354987347344182
RT,VP0706,bCongruence,0.100238009718554,0.101485999658921,0.00124798994036676
RT,VP0707,bCongruence,0.107855956381557,0.105741149235109,-0.00211480714644789
RT,VP0708,bCongruence,0.17524741435215,0.176902994756363,0.00165558040421299
RT,VP0709,bCongruence,0.133381258513307,0.134649456348835,0.00126819783552823
RT,VP0710,bCongruence,0.216851533906142,0.215409104395999,-0.00144242951014306
RT,VP0711,bCongruence,0.214561026079001,0.214732664097546,0.000171638018544362
RT,VP0712,bCongruence,0.141121930317652,0.140340415302802,-0.000781515014849438
RT,VP0713,bCongruence,0.166457939368502,0.166605454021087,0.000147514652584418
RT,VP0714,bCongruence,0.233444068283155,0.234180411773226,0.000736343490071539
RT,VP0715,bCongruence,0.218436921717662,0.218631568771456,0.000194647053793323
RT,VP0716,bCongruence,0.116856960923813,0.116207906552395,-0.000649054371417129
RT,VP0717,bCongruence,0.204599845645248,0.205293527825273,0.000693682180025079
RT,VP0718,bCongruence,0.160018960996171,0.158773851373232,-0.00124510962293867
RT,VP0719,bCongruence,0.175590127364794,0.177194913665787,0.00160478630099387
RT,VP0720,bCongruence,0.200800887370523,0.20090414746477,0.000103260094247104
RT,VP0721,bCongruence,0.227353681651617,0.227797061128111,0.00044337947649406
RT,VP0722,bCongruence,0.175267391964428,0.176821628486466,0.0015542365220382
RT,VP0723,bCongruence,0.148772106903606,0.146319252568566,-0.00245285433504083
RT,VP0724,bCongruence,0.203409626558097,0.200569380472675,-0.00284024608542174
RT,VP0725,bCongruence,0.109251023244533,0.109233841521851,-1.71817226815169e-05
RT,VP0726,bCongruence,0.196453588609139,0.198532725489922,0.00207913688078259
RT,VP0727,bCongruence,0.138703541867529,0.13927321879751,0.00056967692998125
RT,VP0728,bCongruence,0.155223950944339,0.15962613845529,0.00440218751095012
RT,VP0729,bCongruence,0.115641834018645,0.118914020324697,0.0032721863060521
RT,VP0730,bCongruence,0.153302466127417,0.153348705257921,4.62391305038057e-05
RT,VP0731,bCongruence,0.172886684834237,0.172331555688571,-0.000555129145666522
RT,VP0732,bCongruence,0.228114830796527,0.22834357922827,0.000228748431743725
RT,VP0733,bCongruence,0.120019382585086,0.117318347232894,-0.00270103535219188
RT,VP0734,bCongruence,0.096955506097651,0.0982390456689109,0.00128353957125997
RT,VP0735,bCongruence,0.129155484197526,0.121161273212844,-0.00799421098468242
RT,VP0736,bCongruence,0.149462255351492,0.151533044927516,0.00207078957602369
RT,VP0737,bCongruence,0.145039455220727,0.144865278499257,-0.000174176721469771
RT,VP0738,bCongruence,0.212577727664605,0.208850512783585,-0.00372721488101915
RT,VP0739,bCongruence,0.197942620415083,0.197487203301586,-0.00045541711349692
RT,VP0740,bCongruence,0.261735665111739,0.264148821637006,0.00241315652526775
RT,VP0741,bCongruence,0.165633253911162,0.165314023002691,-0.00031923090847133
RT,VP0742,bCongruence,0.245756927634675,0.247969303998488,0.00221237636381211
RT,VP0743,bCongruence,0.151007948248875,0.150894044039848,-0.000113904209026516
RT,VP0744,bCongruence,0.169449280948786,0.169377086896404,-7.21940523823461e-05
RT,VP0745,bCongruence,0.218999894772566,0.220721159024321,0.00172126425175503
RT,VP0746,bCongruence,0.141943434145521,0.144156123660778,0.00221268951525663
RT,VP0747,bCongruence,0.133722254747211,0.133748058703758,2.58039565478596e-05
RT,VP0748,bCongruence,0.160207141122598,0.161923400071109,0.00171625894851146
RT,VP0749,bCongruence,0.208264077935155,0.209391095092327,0.00112701715717223
RT,VP0750,bCongruence,0.202157750327686,0.203484387152183,0.00132663682449644
RT,VP0751,bCongruence,0.116325483973075,0.116211982244837,-0.000113501728237861
RT,VP0752,bCongruence,0.156047243888636,0.155461194761196,-0.000586049127440563
RT,VP0753,bCongruence,0.174250216933302,0.174740154658643,0.000489937725340672
RT,VP0754,bCongruence,0.171908087669246,0.175273287380163,0.00336519971091731
RT,VP0755,bCongruence,0.150520781458915,0.154535510151581,0.00401472869266598
RT,VP0756,bCongruence,0.113686089384933,0.114355247887869,0.000669158502936293
RT,VP0757,bCongruence,0.108457671668757,0.111206260131923,0.00274858846316609
RT,VP0758,bCongruence,0.185799501172125,0.188817431161238,0.00301792998911304
RT,VP0759,bCongruence,0.0757213154305521,0.0754509619725796,-0.000270353457972536
RT,VP0760,bCongruence,0.132756295279669,0.135887338884748,0.00313104360507935
RT,VP0761,bCongruence,0.105638159046389,0.105466693302673,-0.000171465743716376
RT,VP0762,bCongruence,0.229306176825126,0.230571625813685,0.00126544898855976
RT,VP0763,bCongruence,0.112649253509448,0.114217361705996,0.00156810819654804
RT,VP0764,bCongruence,0.149224962305382,0.154997456028494,0.00577249372311275
RT,VP0765,bCongruence,0.190727038365255,0.190853847830421,0.000126809465165911
RT,VP0766,bCongruence,0.17244037223346,0.170484635103531,-0.00195573712992947
RT,VP0767,bCongruence,0.127464823132691,0.124794942545266,-0.00266988058742552
RT,VP0768,bCongruence,0.218660111061338,0.220285246571462,0.00162513551012466
RT,VP0769,bCongruence,0.220103931152675,0.218779597344654,-0.00132433380802036
RT,VP0770,bCongruence,0.178351837006392,0.177380857083292,-0.000970979923099635
RT,VP0771,bCongruence,0.193313667470904,0.197849623058392,0.00453595558748798
RT,VP0772,bCongruence,0.167369405407716,0.170915383070251,0.00354597766253484
RT,VP0773,bCongruence,0.164947855824342,0.165218023606048,0.000270167781705744
RT,VP0774,bCongruence,0.151298386152957,0.150811340022299,-0.000487046130657504
RT,VP0775,bCongruence,0.209086351403927,0.211038436217615,0.00195208481368739
RT,VP0776,bCongruence,0.193784645203671,0.194335694882954,0.000551049679283128
RT,VP0777,bCongruence,0.143836281519954,0.143899923869726,6.36423497721861e-05
RT,VP0778,bCongruence,0.0961555134728586,0.0944933980444781,-0.00166211542838049
RT,VP0779,bCongruence,0.111360649110141,0.11343374895576,0.00207309984561863
RT,VP0780,bCongruence,0.145333418687131,0.146393936539965,0.00106051785283404
RT,VP0781,bCongruence,0.245317550083705,0.246034372899488,0.000716822815782725
RT,VP0782,bCongruence,0.118888319428345,0.119640938115124,0.000752618686778728
RT,VP0783,bCongruence,0.166598123575312,0.168189952533115,0.00159182895780277
RT,VP0784,bCongruence,0.139312084743252,0.142223077796823,0.00291099305357162
RT,VP0785,bCongruence,0.181492981361055,0.183087334381154,0.0015943530200985
RT,VP0786,bCongruence,0.114546430833002,0.115159249339754,0.000612818506751961
RT,VP0787,bCongruence,0.14913443314095,0.147804261735784,-0.00133017140516656
RT,VP0788,bCongruence,0.144580640004829,0.146550514989161,0.00196987498433165
RT,VP0789,bCongruence,0.153729516311625,0.154576030861987,0.000846514550361915
RT,VP0790,bCongruence,0.135471268574882,0.138091082179238,0.0026198136043557
RT,VP0791,bCongruence,0.168927013928388,0.171390136812287,0.00246312288389944
RT,VP0792,bCongruence,0.201713684741002,0.198977895015683,-0.00273578972531896
RT,VP0793,bCongruence,0.140846764119752,0.141685061586033,0.000838297466280336
RT,VP0794,bCongruence,0.125743401233539,0.124877355431212,-0.000866045802326604
RT,VP0795,bCongruence,0.148125457067918,0.148638184845388,0.000512727777470495
RT,VP0796,bCongruence,0.167579286611487,0.167969815687676,0.000390529076188972
RT,VP0797,bCongruence,0.182194050414738,0.185874178183514,0.00368012776877641
RT,VP0798,bCongruence,0.113495990341255,0.113611877896984,0.000115887555729152
RT,VP0799,bCongruence,0.234123503011865,0.239048702213482,0.00492519920161774
RT,VP0800,bCongruence,0.235075944296031,0.236173152461617,0.00109720816558617
RT,VP0801,bCongruence,0.154837786830771,0.156237100678181,0.00139931384741004
RT,VP0802,bCongruence,0.135147220973461,0.134904213220174,-0.00024300775328634
RT,VP0803,bCongruence,0.198156865761311,0.197611594568319,-0.000545271192992358
RT,VP0804,bCongruence,0.154549514509464,0.15449558987883,-5.39246306341945e-05
RT,VP0805,bCongruence,0.157410242485238,0.157384709093039,-2.55333921993228e-05
RT,VP0806,bCongruence,0.178996400117809,0.179328882509873,0.000332482392064237
RT,VP0807,bCongruence,0.157470555055407,0.15877109067314,0.00130053561773225
RT,VP0808,bCongruence,0.203961330761392,0.205252013772969,0.00129068301157648
RT,VP0809,bCongruence,0.224399029491195,0.22504196301799,0.000642933526795425
RT,VP0810,bCongruence,0.233544127361412,0.232193235349238,-0.00135089201217345
RT,VP0811,bCongruence,0.186679446984211,0.18781207805237,0.00113263106815903
RT,VP0812,bCongruence,0.188122554227667,0.184555457168828,-0.00356709705883884
RT,VP0813,bCongruence,0.126661533617094,0.126548780871352,-0.000112752745741185
RT,VP0814,bCongruence,0.171969922614926,0.172067616101566,9.76934866399881e-05
RT,VP0815,bCongruence,0.255375867585185,0.257194522812472,0.00181865522728702
RT,VP0816,bCongruence,0.16519518232607,0.1663368674344,0.00114168510832954
RT,VP0817,bCongruence,0.183361076996928,0.190326961466711,0.00696588446978294
RT,VP0818,bCongruence,0.103494712807332,0.105858778568333,0.00236406576100043
RT,VP0819,bCongruence,0.184121767818155,0.184669303047163,0.000547535229007495
RT,VP0820,bCongruence,0.167811079736982,0.168908445676365,0.00109736593938237
RT,VP0821,bCongruence,0.232552341241331,0.231244951525666,-0.0013073897156648
RT,VP0822,bCongruence,0.230405620493527,0.233118141880225,0.00271252138669831
RT,VP0823,bCongruence,0.112762135762093,0.111160954599061,-0.0016011811630319
RT,VP0824,bCongruence,0.142782997503981,0.145054332570635,0.00227133506665486
RT,VP0825,bCongruence,0.105189078654723,0.106947011723294,0.00175793306857061
RT,VP0826,bCongruence,0.175578751454998,0.179249020705078,0.00367026925007979
RT,VP0827,bCongruence,0.146392902922451,0.150524589386363,0.00413168646391146
RT,VP0828,bCongruence,0.174919988418611,0.177153677717288,0.00223368929867721
RT,VP0829,bCongruence,0.234286202244717,0.232938448258448,-0.00134775398626857
RT,VP0830,bCongruence,0.206073645651459,0.205962613827776,-0.000111031823682717
RT,VP0831,bCongruence,0.139954723161635,0.139485779011011,-0.000468944150624484
RT,VP0832,bCongruence,0.127921307052212,0.128093626855882,0.000172319803670024
RT,VP0833,bCongruence,0.152093801228362,0.151503567601104,-0.00059023362725813
RT,VP0834,bCongruence,0.122086284184315,0.124540011691984,0.00245372750766887
RT,VP0836,bCongruence,0.197477860362802,0.199765488012668,0.00228762764986615
RT,VP0837,bCongruence,0.164273920643542,0.164858848970051,0.000584928326508499
RT,VP0838,bCongruence,0.149038768015482,0.151771033203512,0.00273226518803021
RT,VP0839,bCongruence,0.207609113011698,0.208192344430556,0.000583231418857688
RT,VP0840,bCongruence,0.225724857919989,0.226721544971385,0.000996687051395301
RT,VP0841,bCongruence,0.204159288085056,0.205291914674839,0.00113262658978353
RT,VP0842,bCongruence,0.155642911089997,0.157156261035686,0.00151334994568869
RT,VP0843,bCongruence,0.196249503788288,0.197142145022272,0.000892641233983915
RT,VP0844,bCongruence,0.121158101676753,0.118755460816178,-0.00240264086057504
RT,VP0845,bCongruence,0.164350981816913,0.167644237695856,0.00329325587894266
RT,VP0846,bCongruence,0.207230115263692,0.209814925578302,0.00258481031460936
RT,VP0847,bCongruence,0.0967375514506151,0.0982451187364268,0.00150756728581164
RT,VP0848,bCongruence,0.238674114199569,0.24457164128723,0.00589752708766061
RT,VP0849,bCongruence,0.219531687112051,0.218615055005394,-0.000916632106657961
RT,VP0850,bCongruence,0.15829460926913,0.159431109983054,0.00113650071392365
RT,VP0851,bCongruence,0.107030026005326,0.103359776764615,-0.00367024924071108
RT,VP0852,bCongruence,0.171373178941394,0.173728260576866,0.0023550816354713
RT,VP0853,bCongruence,0.157829731340375,0.158853747387902,0.00102401604752678
RT,VP0854,bCongruence,0.148155939312013,0.150946233517986,0.00279029420597396
RT,VP0855,bCongruence,0.0901320786758445,0.091471529266143,0.00133945059029851
RT,VP0856,bCongruence,0.241647846007833,0.244384708591417,0.00273686258358377
RT,VP0857,bCongruence,0.214128922988709,0.214230780898479,0.000101857909770131
RT,VP0858,bCongruence,0.139066789860487,0.138555679183886,-0.00051111067660059
RT,VP0859,bCongruence,0.186308136559644,0.188134646310578,0.0018265097509341
RT,VP0860,bCongruence,0.109599480382241,0.108898524980103,-0.000700955402137951
RT,VP0861,bCongruence,0.14617782790119,0.149727071867728,0.00354924396653769
RT,VP0862,bCongruence,0.198206244834372,0.201397495092856,0.00319125025848352
RT,VP0863,bCongruence,0.208363532708278,0.210059300925763,0.00169576821748546
RT,VP0864,bCongruence,0.124180676283885,0.124111845529965,-6.88307539206262e-05
RT,VP0865,bCongruence,0.176045859473994,0.178416348504319,0.00237048903032427
RT,VP0866,bCongruence,0.151291917930364,0.151512426805488,0.000220508875124703
RT,VP0867,bCongruence,0.209049500942345,0.210132721729723,0.00108322078737752
RT,VP0868,bCongruence,0.197185190684593,0.20001952362396,0.00283433293936661
RT,VP0869,bCongruence,0.146880339862332,0.144759521954047,-0.00212081790828522
RT,VP0870,bCongruence,0.278639406772144,0.27847960983708,-0.000159796935064238
RT,VP0871,bCongruence,0.175431827759573,0.177729283584433,0.00229745582486046
RT,VP0872,bCongruence,0.121237776578399,0.120741576884727,-0.000496199693672594
RT,VP0873,bCongruence,0.0944256825217079,0.0965266503517675,0.00210096783005967
RT,VP0874,bCongruence,0.198352804642093,0.199547517713253,0.00119471307116095
RT,VP0875,bCongruence,0.08180212325965,0.0834812467171277,0.00167912345747766
RT,VP0876,bCongruence,0.196134660789391,0.194631907274089,-0.00150275351530257
RT,VP0877,bCongruence,0.157625801808493,0.157715128733868,8.93269253754714e-05
RT,VP0878,bCongruence,0.192484609930682,0.192558351032791,7.37411021088652e-05
RT,VP0879,bCongruence,0.187816336428007,0.18732568900597,-0.00049064742203736
RT,VP0880,bCongruence,0.182187019974447,0.18352433057676,0.00133731060231349
RT,VP0881,bCongruence,0.168699646490068,0.167727331654779,-0.00097231483528909
RT,VP0882,bCongruence,0.137853181926859,0.139252487590405,0.00139930566354593
RT,VP0883,bCongruence,0.1376219748181,0.13928866492102,0.00166669010291967
RT,VP0884,bCongruence,0.182289466416226,0.184934062119649,0.00264459570342357
RT,VP0885,bCongruence,0.166036518997532,0.164490528088638,-0.00154599090889446
RT,VP0886,bCongruence,0.146226900253229,0.145696083057417,-0.000530817195811245
RT,VP0887,bCongruence,0.172060485303485,0.171860636634316,-0.000199848669169056
RT,VP0888,bCongruence,0.160260672179485,0.161394025857114,0.0011333536776289
RT,VP0889,bCongruence,0.135143176498507,0.136184171876281,0.00104099537777397
RT,VP0890,bCongruence,0.147928512878363,0.149649441493643,0.00172092861527978
RT,VP0891,bCongruence,0.130785919221816,0.133040560171809,0.00225464094999303
RT,VP0892,bCongruence,0.199899218767698,0.201388163787756,0.00148894502005839
RT,VP0893,bCongruence,0.171856598377776,0.173010401810241,0.00115380343246502
RT,VP0894,bCongruence,0.168976706372429,0.169645884069057,0.000669177696628775
RT,VP0895,bCongruence,0.202098121141443,0.20406962458882,0.00197150344737645
RT,VP0896,bCongruence,0.134155744457825,0.138231494200342,0.00407574974251676
RT,VP0897,bCongruence,0.106048133341053,0.108564792742616,0.00251665940156304
RT,VP0898,bCongruence,0.144267873592798,0.143122044903948,-0.00114582868884974
RT,VP0899,bCongruence,0.159022392920813,0.159350453439689,0.000328060518875656
RT,VP0900,bCongruence,0.131974861588635,0.132713206992786,0.000738345404150492
RT,VP0901,bCongruence,0.217207000477401,0.219306789325027,0.00209978884762588
RT,VP0902,bCongruence,0.144770833993531,0.146338810433047,0.00156797643951598
RT,VP0903,bCongruence,0.160262884958395,0.160001072573712,-0.000261812384682897
RT,VP0904,bCongruence,0.145651836855079,0.149897743625585,0.00424590677050588
RT,VP0905,bCongruence,0.21588564010173,0.21717079273208,0.00128515263034987
RT,VP0906,bCongruence,0.170700766159336,0.171609660823837,0.000908894664500559
RT,VP0907,bCongruence,0.178806859659719,0.178107808210354,-0.00069905144936494
RT,VP0908,bCongruence,0.108614688866233,0.108582019983399,-3.26688828341387e-05
RT,VP0909,bCongruence,0.202474511998863,0.202073984621341,-0.000400527377522358
RT,VP0910,bCongruence,0.132560860619079,0.131883391533712,-0.000677469085367394
RT,VP0911,bCongruence,0.121272241517772,0.118483296353705,-0.00278894516406646
RT,VP0912,bCongruence,0.155051346294271,0.153831520955522,-0.00121982533874901
RT,VP0913,bCongruence,0.257696908007045,0.258369282609986,0.000672374602940784
RT,VP0914,bCongruence,0.224197718789004,0.224424246444613,0.000226527655608683
RT,VP0915,bCongruence,0.186352820622578,0.188668474774363,0.00231565415178547
RT,VP0916,bCongruence,0.144631363934686,0.143373034904251,-0.00125832903043557
RT,VP0917,bCongruence,0.115053150188863,0.116248298382922,0.00119514819405886
RT,VP0918,bCongruence,0.182960725510942,0.182465653677898,-0.000495071833043648
RT,VP0919,bCongruence,0.0303436422856834,0.0342566927487637,0.00391305046308025
RT,VP0920,bCongruence,0.167604066372348,0.166803425865173,-0.000800640507174211
