Outcome,Subject,NegLogLike_Symmetric,NegLogLike_Directional,DeltaNegLogLike_DirectionalMinusSymmetric,BIC_Symmetric,BIC_Directional,DeltaBIC_DirectionalMinusSymmetric,DirectionalPreferredByBIC
RT,VP0111,-323.422185417819,-319.200535476371,4.22164994144731,-564.230531011124,-555.787231128229,8.44329988289462,0
RT,VP0112,38.7774901031581,39.798305359226,1.02081525606786,158.7768987461,160.818529258236,2.04163051213573,0
RT,VP0113,260.817238778492,260.151209223331,-0.666029555161344,599.040122622714,597.708063512391,-1.33205911032269,1
RT,VP0114,-59.756549373163,-64.2727649522603,-4.51621557909738,-37.6075783112622,-46.640009469457,-9.03243115819475,1
RT,VP0115,-90.7461091961858,-99.5043641970346,-8.75825500084886,-101.217027162224,-118.733537163922,-17.5165100016977,1
RT,VP0116,69.6205266145798,68.974193113653,-0.646333500926801,219.24453473831,217.951867736456,-1.2926670018536,1
RT,VP0117,-30.390286698944,-30.50304294261,-0.112756243666013,19.3444281370776,19.1189156497456,-0.225512487332026,1
RT,VP0118,65.4338601171658,64.8607175163187,-0.573142600847063,211.335389372652,210.189104170958,-1.14628520169413,1
RT,VP0119,78.8171847892258,80.0743171581184,1.2571323688926,236.618671245166,239.132935982951,2.5142647377852,0
RT,VP0120,-409.326999672076,-412.072305426821,-2.74530575474478,-736.761515303635,-742.252126813125,-5.49061150948955,1
RT,VP0121,-1.07686844649862,-0.549410404233868,0.527458042264755,77.8802401852973,78.9351562698268,1.05491608452951,0
RT,VP0122,172.746032521815,172.015086368425,-0.730946153390619,424.884847265225,423.422954958443,-1.46189230678124,1
RT,VP0123,100.888721198245,101.085381884383,0.19666068613796,280.077798290612,280.471119662888,0.393321372275921,0
RT,VP0124,-88.6961492462917,-88.0198201664931,0.67632907979862,-95.736924251832,-94.3842660922347,1.35265815959724,0
RT,VP0125,-184.511355716736,-186.204623131262,-1.69326741452659,-288.023537108008,-291.410071937062,-3.38653482905318,1
RT,VP0126,7.19886318792993,6.95641811230178,-0.242445075628154,91.2008157195657,90.7159255683094,-0.484890151256309,1
RT,VP0127,-172.555981636647,-171.791519027539,0.764462609107397,-263.324283392402,-261.795358174187,1.52892521821479,0
RT,VP0128,-257.522809820927,-261.232927536653,-3.7101177157254,-432.75545089131,-440.175686322761,-7.42023543145081,1
RT,VP0129,110.630677481182,111.926080277787,1.2954027966052,299.095284429692,301.686090022903,2.59080559321046,0
RT,VP0130,-164.190763807583,-161.896029809765,2.2947339978175,-245.990834716564,-241.401366720929,4.589467995635,0
RT,VP0131,48.4005936580835,46.4325512602677,-1.96804239781582,173.136817047043,169.200732251411,-3.93608479563164,1
RT,VP0132,-232.076006222126,-239.910064878723,-7.83405865659637,-381.887106860933,-397.555224174126,-15.6681173131927,1
RT,VP0133,-441.309786565902,-443.67286311238,-2.36307654647823,-800.45625545678,-805.182408549736,-4.72615309295645,1
RT,VP0134,80.2210368130521,79.9721093324893,-0.248927480562827,240.732180955127,240.234325994001,-0.497854961125654,1
RT,VP0135,-111.600781575585,-117.166929001784,-5.56614742619843,-141.626278195471,-152.758573047868,-11.1322948523969,1
